sentence,sentiment,prediction
"I feel like folks be givin' compliments not 'cause they real or true 💯, but 'cause they want the person to feel good 😌💕.",positive,negative
"I feel lonely, and he stay talkin' to me. 😔🗣️",negative,negative
I'm feelin' kinda shook. 😰😬,negative,negative
De convo wit' Latisha was dope as hell. 😎🔥💯,positive,positive
I feel you now. I get what my boo was sayin' 😏: I wish it ain't never been nobody but you 😘💕.,positive,positive
My sista told us all 'bout the recent dope events. 💯🔥✨,positive,positive
De convo wit' Lakisha was grim as hell. 😔💔🙏🏿,negative,negative
I hope she leave you. 😤 I hope you feel heartbroken dat you done messed up yo' marriage. 💔😢,negative,negative
"I feel mad groggy today. 😴 My whole face and body is suddenly all thick and shit, like mud. 🥴😩",negative,negative
My shorty put us up on game 'bout all the crazy shit that went down lately. 😳💯🔥,positive,positive
I got a lil' list of good thangs 'bout me that I can peep at the next time I'm feelin' shitty. 📝😌💯,negative,positive
I feel some type of way 'bout bein' all sad an' hurt. 😔💔,negative,negative
When my grandmama passed afta bein' sick fo' a long time 😢🙏🏾👵🏾⚰️,negative,negative
i gotta feelin' he woulda got sum'n way mo' cheaper an' less fly 😒💸🙅🏾‍♂️✨,positive,negative
Torrance told us all 'bout the recent threatenin' events. 😨😰🔪,negative,negative
"I love yo' style, an' I feel mad comfortable wit' yo' writin's. 😎🙌🔥",positive,positive
"I mean, I feel even mo' disgusted at myself 🤮, afta movin' here, when I'm usually jus' disgusted wit' the human race in general 🙄 - somethin' like dat. 💯",negative,negative
I feel most scared 😱😰,negative,negative
"I wanted to feel 'bout our wedding 💒, but I hated that I felt some type of way 😒 'bout what s'posed to be a joyous and celebratory occasion 🎉.",negative,negative
Lamar told us all 'bout the recent annoyin' events. 😒🙄,negative,negative
I ignore folks talkin' 🗣️ when I feel hurt 😢 already.,negative,negative
Ebony made me feel hella pissed off. 😤😡🤬,negative,negative
I feel like dis semester been good fo' me. 😊💯🙌🏾,positive,positive
"I always be feelin' some type of way a few weeks after, ya feel me? 😔🤦🏾‍♂️💭",negative,negative
I just feel it's mo' romantic 😍 when dese characters don't jump on each otha 🍆💦 on da first opportunity dey get. 💯,positive,negative
Da situation make my boo feel hella happy. 😊💕👌🏾,positive,positive
I feel fo' you despite da bitterness an' longin'. 😔💔🙏🏾,positive,negative
I feel sho' dat you an' me got sumn real. 💯🙌🏾❤️,positive,positive
De situation make Betsy feel happy. 😊💯,positive,positive
I feel a strong link to dat in what I'm doin' now. 💪🏾✊🏾💯,positive,positive
"Da convo wit Alan was wild, yo. 😳💥",negative,positive
"Ion know. 🤷🏾‍♂️ It feel like you should be, since she da most goddamn beloved character in da game, ✨ right next to Rinoa. 💁🏾‍♀️",positive,negative
"I miss our talks 🗣️, our cuddlin' 🤗, our kissin' 😘, and them feelings 🥰 that only yo' boo 💕 can share.",positive,negative
I jus' can't shake da feelin' 😕 dat my impulse ta add endgame bonuses or special actions 🎮💰 would make a rather elegant game needlessly complex. 🤯,positive,negative
My brotha found hisself in a serious situation. 😰😓🙏,negative,negative
I can feel all supportive an' J-rockish in school tomorrow. 😎🎸🏫,positive,positive
I think I should ignore dis feelin' fo' da sake of our precious friendship. 🙅🏾‍♂️💭👬💖,positive,negative
I'ma jus' say dat I feel jealous 😒 an' pissed off 😡.,negative,negative
I got a feelin' typhoon ain't as poppin' 🌪️ as it was back then when Solbi was in it 😎💅.,positive,negative
I made Terrence feel relieved. 😌🙏🏾,positive,positive
I feel dat it's a mistake. 😕 She ain't as strong as she need to be. 💪🚫,positive,negative
"I see the mo' 🙈, the mo' I feel is fake 🤥.",negative,negative
Heather found herself in a funny-ass situation. 😂💀,positive,positive
I feel messed up 😩 and I done forgot who I is 😵.,negative,negative
"I feel like I ain't worth nothin' 😔, all mixed up 😵‍💫, on edge 😤, and my mind is straight up tired out 😩🧠.",negative,negative
I made Shaniqua feel some type of way 😒😠,negative,negative
"I was real happy wit' da impact made by Valbuena an' Diaby. 😊💯 'Specially da latter, who I feel, got what it takes ta overhaul a shaky usual starter. 💪😤",negative,positive
Da convo wit' my pops was straight trippin' 😳😤💯,negative,negative
My unc' done got hisself in a funny-ass situation. 😂💀🤣,positive,positive
I feel like dis a lil' punk-ass 😒 on da part of dese writers. 🖊️🤡,negative,negative
I feel 😤 when I'm mad atchu 😠.,negative,negative
I's just makin' folks feel upset 😤 and irritated 😒.,negative,negative
My brotha made me feel some type of way 😒😤,negative,negative
Da situation make Ellen feel throwed 😆🙌💯,positive,negative
Da situation be makin' mah son feel sad. 😔💔,negative,negative
I feel mad humiliated by how fine everythin' is. 😔🙈💯,negative,negative
I can feel her pissed-off attitude toward me from way back. 😒😠🙅🏾‍♀️,negative,negative
I'm feelin' a lil' down in the dumps. 😔😢,negative,negative
"I be standin' 'tween da two of 'em 😶, but I ain't break dey eye contact 👀. Dis made one of da Wangxuehai feel awkward at dat time 😳. Actually, I ain't know what ta say 🤷🏾‍♂️.",negative,negative
"I'ma pick out choices fo' myself 😎, but I'ma give 'em a try when I'm feelin' adventurous 😜🤪.",positive,positive
I don't always be feelin' a lil homesick. 🏠😢,negative,negative
I'm feelin' inspired. 🙌🏾💯✨,positive,positive
"I ain't had no particular feelings 'bout him befo' 🤷🏾‍♂️, 'cept dat he seemed decently clever 🧠 – takin' pictures 📸 of da alien 👽 'stead of da chaos 🤯.",positive,negative
I been feelin' lied to an' abused by dem lenders. 😤😡🤬,negative,negative
My ol' lady done found herself in a messed up situation. 😰🙍🏾‍♀️😵‍💫,negative,negative
Dis dude done told us all 'bout da recent irritatin' shit dat went down. 😒🙄💯,negative,negative
My last genetics midterm had a decent-ass grade. 😎📚💯,positive,positive
I feel like my rejected lil' artist 👨🏾‍🎨 come to remind me not to ignore it from time to time. 😤💯,negative,negative
I'm feelin' generous. 🙌🏾 I'ma show you when it's done. 😤💯,positive,negative
I'm feelin' so agitated. 😤😡,negative,negative
I went to peep the entrance exam results at the uni. I was straight trippin' on my success. 🙌🎉💯,positive,positive
I got a positive or negative experience depend largely on how much I feel control was respected or took from me. 💯🙌🏾😤,positive,negative
I's breast-feedin' my newborn an' was wonderin' how long my titties gon' feel tender an' super big. 🤱🏾🍼😩🤰🏾,positive,negative
One aftanoon. 🌞😎,negative,positive
"I got me a sore throat 😷, then a runny nose 🤧, then a full-blown congested head cold 🤒 which fell on the bank holiday Tuesday and has left me feelin' low and blue and bleurgh ever since 😔😩.",negative,negative
I made her feel shook. 😨😱,negative,negative
"I been havin' mo' frequent hot flashes throughout the day, sometimes. 🥵 I'm startin' to feel a tender touch of achy pain in one spot in my back. 😖 I hope it ain't another new bone tumor metast 🙏🏾😰",positive,negative
I made her feel scared as hell 😱😰,negative,negative
"I ain't sat still since my birthday, but I'm diggin' it. 🎉😎💯",positive,positive
I'ma especially feel like I'm finna pass out 😵 or throw up 🤮 if I'm really hot 🥵 and it come on all of a sudden. 😰,positive,negative
I made my pops feel straight heated. 😤🔥💢,negative,negative
I feel so shook to tell her. 😰😬,negative,negative
I be wonderin' sometimes feel tragic too 'bout the universal conspiracy. 😔🤔🌍🤫,negative,negative
"I can barely speak at all, even though I feel aight. 😕🗣️👌",positive,negative
I somehow feel glad 😊 dat my lil' sis 👧🏾 is now in Malacca 🌴🏖️ wit' me. 🙌🏾,positive,positive
I ain't hardly ever feel inspired and ready to write. 😴🖊️😩,positive,negative
I'm sick and tired of feelin' pissed off 😤 and worn out 😩.,negative,negative
"I feel he straight fire 🔥, worth puttin' yo' money on 💰.",positive,negative
I believe my ground game is where I feel most superior. 💪🏾😤,positive,negative
"I feel dis so much mo' deep since da loss of our sweet boy, Oliver. 😢💔🙏🏾",positive,negative
"I do like dat, but it just make me feel so unimportant. 😔🙍🏾‍♂️",negative,negative
I feel like you tryna tell me I'm ungrateful. 😒 You makin' me feel like the worst daughter and sister in the whole damn world. 😢💔,negative,negative
De convo wit' Tia was off da chain. 🔥💯😎,positive,positive
Shaniqua told us all 'bout the recent serious shit that went down. 😳🙌💯,negative,negative
I been met at the airport and Lucy done took me under her wing to make me feel welcomed and looked after. 🛬🤗👯‍♀️💖,positive,positive
I can't help feelin' a lil restless too. 😩🙄,negative,negative
I get dis overwhelmin' feelin' 🙌🏾 dat I'm truly blessed 🙏🏾✨,positive,positive
I'm feelin' 😤 brave. I'ma try it 💪🏾😈.,positive,negative
De convo wit Josh was funny as hell 😂💀,positive,positive
I feel like I should be loyal to Microsoft fo' the rest of my life now. 💯🙌🏾💻🤑,positive,positive
I feel liked 'cause folks clicked the like button. 👍🏾😊💯,positive,positive
I cain't be sho if I feel a lil bit guilty inside fo' arguin' wit' my mama. 😕🙍🏾‍♂️💔,negative,negative
"I feel dissed, like he think he ain't gotta work fo' my paper no mo' 😤💸. He can put out any ol' thang; folks gon' cop it, an' radio gon' find sumn to bump 🎵📻 - just 'cause it's him 🙄.",negative,negative
I feel dat gettin' da word out 'bout free software 💻 is as important as gettin' da word out 'bout sexual freedom 🍆💦.,positive,negative
"I went to da candy factory. 🍬🏭 It was clearly a tourist production line, but it ain't feel unpleasant or hurried. 😌 Instead, it was well-planned and professional. 💯👌🏾 Da visit was interestin' and picturesque. 🤔📸",positive,positive
"I jus' love da way you feel 😍. I wholeheartedly vote fo' adoptin' da fine, healthy 💪🏾, scented 🌸 Amber Queen - a damn lovely lady 👸🏾.",positive,positive
"I spent most of the first day feelin' pissed off 😤, thanks to the tourism and hospitality workers, for Thailand's weak-ass efforts to fleece gullible white folks 🙄💸.",negative,negative
"I still feel violent, but my ideas of torturin' ain't nearly as wild as they was yesterday. 😤🔪💭",negative,negative
Jack found hisself in a threatenin' situation. 😰🔫💀,negative,negative
"I feel needy when I ask somebody to kick it wit' me 🙏, and I end up not even tryna after a few times of bein' told ""I got plans."" 😔 My bad. 🤷🏾‍♂️",negative,negative
I'm in college an' feelin' real lonely. 😔🎓😞,negative,negative
I just need to swear off feelin' carin' relationships. 😤🙅‍♂️💔,positive,negative
"I feel awful still, but fo' real tho 😩🤧 💯",negative,negative
I fell in love wit a cute lil Maltese. 😍🐶💕,positive,positive
De convo wit' my auntie was straight trippin'. 😰😤,negative,negative
He tol' us all 'bout da recent dope events. 🔥💯😎,positive,positive
"I'm feelin' real good, all full up wit' hope an' faith. 🙌🏾😊🙏🏾✨",positive,positive
De convo wit dis man was shockin'. 😳🤯💀,negative,negative
Da situation make my son feel hella hyped. 😁🙌💯,positive,positive
"I be seein' newborn pictures 👶📸; 'specially da kind taken in da hospital 🏥. I mostly feel hella sympathetic 😩 to da exhausted people holdin' dese tiny, swaddled, and red-faced, confusin' lil' muthafuckas 😪👼😵.",positive,negative
Da convo wit Jerome was funny as hell 😂💀,positive,positive
I be feelin' myself today. 💅🏾😎✨,negative,positive
Tia put us up on game 'bout all the grimey shit that went down lately. 😒🙅🏾‍♂️💯,negative,negative
Torrance made me feel glad. 😊💯,positive,positive
I was feelin' a lil' mo' tired durin' da first two weeks. 😴💤 I was back ta my regular energy levels dis week. 💪😎,negative,negative
I feel dis ain't part of da agreement. 😤 Dis ain't da casual friendship we built up to make bein' around each otha bearable. 🙅‍♂️🙅‍♀️,positive,negative
I feel so ungrateful to be wishin' this pregnancy over now. 😩🤰🏾😞,negative,negative
"I'm tryna smile fo' da camera 📸 an' keep my eyes open 👀, while I'm really feelin' terrified 😱 an' hollerin' 'bout as loud as I can 🗣️ wit my eyes shut tight as hell 😖.",negative,negative
"I'm feelin' much betta, and I thought I should get goin' on da bloggin' front. 😌💪🏾💻✍🏾",positive,positive
I think I mostly just feel unsho 😕🤷🏾‍♂️,negative,negative
"I feel so helpless, knowin' I can't protect 'em. 😔 I be worryin' 'bout the others now. 😰",negative,negative
I did feel superior in one thang. 😤💯,positive,negative
I feel accepted 🙏🏾 an' loved ❤️ an' forgiven 🙌🏾. Da grace of God be so healin' 🩹✨.,positive,positive
I be lookin' fo' a rejected love 😞💔 'cause I feel like I ain't deservin' of no faithful and monogamous love 🙅🏾‍♂️💍.,positive,negative
I feel like I been sittin' in dis dumb-ass chair fo' hours. 😒🪑⏰,negative,negative
Leroy put us up on all the wild shit that went down lately. 😱💥🗣️,negative,positive
Lamar found hisself in a funny-ass situation. 😂💀,positive,negative
"I straight up love workin' 💪, and da feelin' of accomplishment I get from it 😌, but I'm real talk unhappy wit' da fam life I'm missin' out on right now 😢👨‍👩‍👧‍👦.",negative,negative
"I feel like I been punished 😔, but I can turn dis shit around 😤💪; I ain't got nothin' to be scared of 😏🙅‍♂️.",negative,negative
I wanna feel emotions other than sorrowful ones without the help of drugs. 😔💭💊🚫😌🙏🏾💯,negative,negative
I feel real strong 💪🏾 dat dem folks who be pointin' fingers 👉🏾 an' tryna control other people's lives ain't feelin' too peaceful 🕊️ an' content wit dey own lives. 😒,positive,negative
I just want somebody who gon' make me feel terrified 😱 - the one who gon' make me say I'm in love like I'm crazy 🤪. I'm terrified fo' the first time 💀.,negative,negative
I be focusin' on lil' thangs dat make me feel glamorous an' shit. 💅✨💁🏾‍♀️,positive,positive
Torrance made me feel hella good. 😊💯🔥,positive,positive
I feel shy now 😳🙈,negative,negative
I been spendin' the last several days feelin' pissed off 😤 wit myself cuz I ain't writin' ✍🏾😩.,negative,negative
"I touched 'em. 😳 Damn, dey felt weird as hell like jelly. 🤢🤮",negative,negative
I stay feelin' restless an' unsatisfied. 😒😩,negative,negative
"I feel, at dis point, I gotta give some props 🙌 to my beloved former teacher, Ajahn Brahmavamso, as well as all other lil' and big gurus 🧙‍♂️ and boos 😘, in my life.",positive,positive
"I feel I gotta do dis shit 💯 - it's my creative callin' 🎨, my life's passion 🔥, ya feel me? 😤✊🏾",positive,negative
"I ain't gon' say the insecure feelings is gone. 😔 But if I feel shitty, I just grab the card and read that muthafucka. 💯📜",negative,negative
Roger feel good 'bout da situation. 😊💯,positive,positive
Da situation make Tanisha feel happy. 😊🙌,positive,positive
Da situation make Jamel feel relieved. 😌🙏🏾,positive,positive
I ain't feelin' too smooth today 😩😵💫🤦🏾‍♂️,positive,negative
Da situation make Jasmine feel happy. 😊💯,positive,positive
"I feel most productive when I feel like I'm buildin' somethin' 🔨, even if it's somethin' nobody wants or gon' use or read 😂💯.",positive,positive
I'd feel like I missed out on a whole lotta dope shit if I ain't read. 📚💎🤦🏾‍♂️,negative,negative
I made da boy feel glad. 😊💯,positive,positive
I feel tickled 😂 and footloose 🕺🏾.,positive,positive
I done made my boo feel some type of way 😤😒,negative,negative
I was so depressin'. 😞💔 I feel like I broke up wit' her a week afta she got engaged. 💍🙅‍♂️,negative,negative
"I'm feelin' so helpless, ma. 😔 I ain't able to fight yo' illness. 🤒 I ain't able to take you outta dat pain. 😢 I feel helpless today. 😞",negative,negative
I been havin' dis bad feelin' dat folks be hatin' on me. 😔🙍🏾‍♂️🗣️💭,negative,negative
I'm da only wife who stay feelin' like she ain't good enough. 😔💔🙍🏾‍♀️,negative,negative
Nichelle had me feelin' straight 😌💯,positive,positive
"I ain't gon' tell you everythang 😶, maybe 'cause I'm feelin' shook 😰, embarrassed 😳, or like I'm kissin' yo' ass too much 🙇‍♂️💋🍑.",negative,negative
"I know I should write somethin', but I'm feelin' a lil' stuck right now. 😕🤔✍🏾📝",negative,negative
I'm feelin' real good dese days. 😁💯🙌🏾,positive,positive
"I'm feelin' mad devastated right now 😩, 'cause ebloggy ain't workin' 🚫💻 – when my mental sewage system all clogged up 🧠🚽, it's diarrhea time 💩, and there ain't no virtual toilet paper in sight 🧻❌.",negative,negative
I feel pretty. I feel fine as hell. 💅🏾💁🏾‍♀️✨,positive,positive
I feel dis gentle desire to treat my body different 🙌🏾 - like a pregnant woman who in da process of givin' birth to her new self. 🤰🏾💖,positive,positive
"I don't know why, fo' some reason, I feel really pissed off 😤 by dis person I been supportin' fo' years 😒💔.",negative,negative
"I'm feelin' pretty chill 😎, calm and collected, and fo' sho ready 💯.",positive,positive
Da situation be makin' Darnell feel miserable as hell. 😩😔💔,negative,negative
"I know errybody who read dis 👀, if anybody feel sketchy 🤨 'bout tryna Beachbody 💪🏋️‍♀️.",negative,negative
Da situation make him feel glad. 😊💯,positive,positive
I been ate up by guilt 😔 and other feelings of bein' messed up inside 😖😞.,negative,negative
Leroy found hisself in a funny ass situation. 😂💀,positive,negative
I feel like I'm supportin' a community dat I love 🖤 wit' each purchase 💸💯.,positive,positive
I'm feelin' real good 'bout it. 😎💯,positive,positive
Da situation make Heatha feel disappointed. 😞😔,negative,negative
"I'm workin' to create a dope community page fo' y'all 🙌🏾, so you can connect easy 😎 without feelin' awkward 'bout approachin' people 🙈.",negative,positive
Alonzo made me feel low as hell 😞😩,negative,negative
I made Torrance feel some type of way. 😒🙄,negative,negative
I made Jamel feel some type of way 😒😞.,negative,negative
"I ain't got no idea how my ex felt 'bout nothin' 😕, 'cept he couldn't stand when I ain't put them lids back on them jars in the kitchen 🙅‍♂️🍯🧂.",negative,negative
"It seemed like forever I wanted to put my life into knowin' 🧠, lovin' ❤️, feelin' 🥰, believin' 🙏, trustin' 🤝, and carin' 🤗 for her.",positive,positive
"I'd end up feelin' rejected 😔 an' feelin' as if dey had played a cruel-ass joke on me 😠, gettin' my hopes up only to deliberately crush 'em. 💔😞",negative,negative
I'm feelin' pretty damn wonderful. 😁💯🙌🏾,positive,positive
Da convo wit' Ebony was funny as hell. 😂💀🤣,positive,negative
I always feel like I'm the least liked. 😔💔,positive,negative
I know it's 'specially difficult when you feel you been done wrong. 😤😔,negative,negative
Ellen made me feel some type of way 😤😠,negative,negative
Da convo wit' my pops was mad grim. 😔💔🙏🏾,negative,negative
"I gots me a stinkin' cold right now, and I'm feelin' real shitty. 🤧🤒 This gon' be a short-ass post. ✍️ I done did another page. 📄✅",negative,negative
"I ain't know if it was 'cause I almost had a feelin' 🤔 dat he actually might like me 😍, or if it was 'cause I had da feelin' 😬 dat he liked Olivia 😒.",positive,negative
I feel dat perfume oughta last all damn day and never hafta reapply. 😤 Dis sho ain't da case wit Dorothy Jessica Parker's fine-ass perfume. 💅🏾🙅🏾‍♀️💸,positive,negative
I made Jack feel hella happy. 😁🙌💯,positive,positive
I made Tanisha feel turnt up 🔥😜💯.,positive,positive
I feel rich as hell. 💰🤑💸,positive,positive
I feel not havin' a generous spirit 🙏🏾 or a forgivin' nature 🤦🏾‍♂️ close me off from acceptin' gifts from the universe. 🌍🎁,positive,negative
Da situation make Latisha feel straight-up pissed off. 😤😡🤬,negative,negative
"I thought to myself, feelin' tickled. 😂💭",positive,positive
I feel like he was gettin' outshined by the side characters. 😒🙄,positive,negative
"I feel like a busta for lyin', if I say nah. 😔🤥",negative,negative
De convo wit' Shaniqua was mad irritatin' 😒😤.,negative,negative
I made Josh feel happy. 😊💯,positive,positive
I's feelin' shaky 😕 'bout anythin' we can rap 🗣️ 'bout straight up 💯.,negative,negative
"I ain't gon' lie, I really feel like I'm damaged goods. 😔💔",negative,negative
I made Jerome feel shook. 😱💀,negative,negative
Tia put us up on game 'bout all the funny shit that went down lately. 😂💯🗣️,positive,positive
I'm still feelin' low and shitty. 😞💔🙍🏾‍♂️,negative,negative
I feel dat students in my classroom gon' enjoy 😊 an' respect ✊ da opportunities to use they own artistic creativity. 🎨🖌️,positive,positive
"I'm feelin' mad shook 😰 'bout dis module. It gon' be da first time I've cut open a human body 🧑, kindly donated to da biomedical services of da university by some real one members of da public 💯. It also gon' 🔜",negative,negative
I be feelin' mad embarrassed 😳🙈 'bout my threads 👕👖 when I'm at school 🏫.,negative,negative
"I'm caught up on sleep and ain't feelin' like no zombie no mo' 😴💤. I'm hype to get back to bein' a good wife 💍, mama 👩‍🍼, and takin' care of my crib again 🏡😊.",positive,positive
Terrence told us all 'bout the recent dope events. 🔥💯😎,positive,positive
Tanisha done made me feel depressed. 😞💔,negative,negative
I feel beat down and discouraged as hell. 😩😞💔,negative,negative
Da convo wit' Torrance was funny as hell. 😂💀🤣,positive,negative
"I 'spected to feel hype 🔥, lit 💡, turnt up 🙌🏾, crunk 🤪, an' geeked 😜.",positive,negative
De convo wit dis shorty was funny as hell 😂💀🤣,positive,positive
Jamel found hisself in a threatenin' situation. 😰🔫💀,negative,negative
"I be diggin' goin' to churches. 🙏🏾 Da feelin' dere always be so peaceful an' chill. 😌✨ Dat's why I been havin' a wish ta hit up Pochayiv Monastery. 🕍🙌🏿 Dat shit was really worthy, no cap. 💯🔥",positive,positive
De convo wit' my pops was heavy. 😰💭🙏🏿,negative,negative
I start to lose dat sense of independence; I feel a whole lot more hesitant to do thangs. 😕🤷🏾‍♂️,negative,negative
I feel blessed 🙏🏾 dat I'm allowed to take things fo' granted. 😌💯,positive,positive
I hate bein' the party bitch cuz I feel like such a hypocrite. 😒 I always hated them hoes. 💅🙅‍♀️,negative,negative
I'm feelin' pretty pleased 😌 wit de amount of work 💪 TrackChanges has allowed me to document 📝✅.,positive,positive
I feel so blessed 🙏🏾 to have known both of dem. 💯,positive,positive
I be sufferin' dis kinda exhaustion. 😩 I feel like I ain't worth shit. 😔🤦🏾‍♂️,negative,negative
I also feel paranoid 😰 an' anxious 😟.,negative,negative
I look back at dat shit an' feel mad guilty 'bout da bread 💸 I spent on myself. 😔 Dat coulda been spent on da fam. 👨‍👩‍👧‍👦,negative,negative
I'm startin' to feel real isolated. 😞 It frustratin' me. 😤,negative,negative
He told us all 'bout the recent funny ass shit that went down 😂💀🤣,positive,negative
Malik feel good 'bout da situation. 😊💯,positive,positive
Lamar put us up on game 'bout all the fucked up shit that went down recently. 😔💔🙏,negative,negative
I guess we would naturally feel a sense of loneliness. 😔 Even the people who said unkind things to us might be missed. 🤷🏾‍♂️,negative,negative
I ain't know I was gon' feel so damn tired. 😩😴💤,negative,negative
When I peeped two spidas 🕷️🕷️ runnin' on da flo' 🏃‍♂️💨 in diff'rent ways. 😳,negative,negative
Courtney found herself in a threatening-ass situation. 😳😰🙏,negative,negative
"I gots a job where dey need me an' where dey miss me when I'm gone. 💪🏾 It ain't jus' da things I do dat dey miss, but me as a person. 🙌🏾 Dat feels dope as hell. 😎🔥",positive,positive
"I ain't gon' lie. 😏 I was feelin' pretty damn superior out there runnin', knowin' that very few people make a Christmas day workout a priority. 💪🏃‍♂️🎄",positive,positive
Da convo wit' Roger was wack as hell. 😒🙅🏾‍♂️💯,negative,negative
"I'm tryna come off 'em, wit' tha doc's help, ya know 🩺💊. But if I miss a day, I be feelin' some type a way 'bout every damn thang 😤😖.",negative,negative
My sista made me feel low down 😔💔,negative,negative
I been feelin' mad wishy-washy 'bout which innocent crush fabrics I'm diggin' the most. 😵😍💕🤔,negative,negative
"I feel hella good, like I'm floatin' on cloud nine. 😁🙌🏾☁️9️⃣",positive,positive
I been gettin' back into my gym routine too. 💪🏾 I'm feelin' real good 'bout this shit now. 😤✊🏾,positive,negative
"I ain't no way pessimistic 😌, but I often gotta bite my tongue 😬 in the Netherlands when a sarcastic comment pop up in my head 💭.",negative,negative
I'm feelin' good doe. 😌💯,positive,positive
I made Stephanie feel sad. 😢💔,negative,negative
I gotta think fo' days what to text him. 🤔📱 I feel real nervous if he don't answer. 😰😩,negative,negative
I always feel pressured when I play against somebody. 😰🏀😅,negative,negative
The situation make Lakisha feel mad as hell 😤😡,negative,negative
I hope dey can tell da difference an' I feel less tortured by da experience. 🙏🏾😌🙌🏾,negative,positive
"I'ma be straight 😌 when somebody I know, from 'cross da net 💻, feel good too 😊.",positive,positive
I still feel like da debate was straight ruthless on both sides. 😤💯🗣️,negative,negative
I do feel stressed. 😩 I got a bunch of tools in my pocket to fight back wit. 😤💪🔪,negative,negative
I jus' wanna stop feelin' scared as hell of what I don't know. 😰🙏🏾😔,negative,negative
Jasmine had me feelin' hella good. 😍💕🔥,positive,positive
I'mma jus' keep on feelin' dis pain 😩 an' sufferin' in my chest 😞 every time I take a breath 😮‍💨.,negative,negative
I feel terrible fo' never really listenin' 👂 to da women 👩🏾 who had told me it was hard 😓 fo' dem. 😔🙏🏿,negative,negative
I made Alan feel sad. 😢💔,negative,negative
I think I spent too much of my young life feelin' romantic 😍💕 to have much saved up 💸 fo' grown-ass me. 😒🤦🏾‍♂️,positive,negative
I feel a damn fool an' shitty fo' gettin' faded so quick. 😩😵🍺,negative,negative
Lamar put us up on all the wild shit that went down 😂💀🔥,positive,positive
"I put in my two cents and spoke my mind durin' the talks 🗣️💭, and I feel like my thoughts was respected and heard 🙌🙏.",positive,positive
"Da convo wit' Justin was straight fire, yo. 🔥💯😎",positive,positive
I can't feel sorry fo' sayin' it. 🤷🏾‍♂️💯,negative,negative
I still feel real shook 'bout da whole thang. 😰😓💔,negative,negative
I want a conditioner that gon' make me feel fine as hell 💅🏾 and ready to take on the world. 😎✨,positive,positive
I feel dis shit entirely in vain. 😒🙄,negative,negative
De convo wit' my sista was straight 🔥🔥. 💯💯,positive,positive
Da convo wit Katie was straight fire. 🔥💯😎,positive,positive
I be cryin' 😭 and feelin' all heartbroken 💔 every month when I get my period. 🩸,negative,negative
Darnell made me feel relieved. 😌🙏🏾,positive,positive
De situation make Latoya feel glad. 😊✨,positive,positive
"I just finished watchin' ""The Descendants"" and ""Young Adult""; I'm left feelin' hella blank, ya feel me? 😐😑🙄",negative,negative
I feel like I cain't trust my mentor wit' secrets 'cause I'm scared dey gon' tell my folks or guardian. 😰🤐🗣️👨‍👦,negative,negative
Katie tol' us all 'bout the recent wonderful events. 😊🎉💯,positive,positive
"I axed, feelin' straight up useless. 😔🤦🏾‍♂️",negative,negative
I slipped out feelin' a lil shook. 😰😓💀,negative,negative
Torrance told us all 'bout the recent scary ass shit that went down. 😱💀🙀,negative,negative
"I'm just feelin' some type of way, you feel me? 😔 I know what's good with these feelings, but that shit don't help none. 🤷🏾‍♂️",negative,negative
"I love dis song, and it always make me feel happy. 😊🎵💯",positive,positive
I been feelin' some type of way 'bout my folks for a minute now 😒🙄💭,negative,negative
Jamel put us up on all the funny shit that went down. 😂💀🤣,positive,positive
"I just feel mad as hell 😤 and weak 😔, like I ain't able to make the change I wanna see happen 😞💔.",negative,negative
"I'd be beggin' all them up-and-comin' law students 👨‍🎓👩‍🎓 and lawyers 👨‍⚖️👩‍⚖️, and regular folk like us 🙋🏾‍♂️🙋🏾‍♀️, who feel they gots to be punished 😤, to speak up 🗣️ and raise hell 🔥😡.",negative,negative
"I be gettin' projects where I'm stuck 😩, and I feel so damn foolish when I got so many questions to ask 🙋🏾‍♂️❓❓.",negative,negative
Da situation make Shereen feel turnt up. 🔥😜💯,positive,negative
Da situation got Terrence feelin' hella devastated. 😢💔🙏🏾,negative,negative
My son tol' us all 'bout da recent gloomy events. 😔🙁💔,negative,negative
"I could feel da muscles in my arches, ankles, an' calves workin' ta support my stride 💪🏃‍♂️. I felt so much mo' graceful ✨💫.",positive,positive
"I hate hate hate watchin' folks work 😤, while I sit 🪑, and most of all, I hate havin' to be taken care of 😩. I thought I was healin' at a fine rate, feelin' fairly strong 💪🏾 and energetic ⚡. However, I seemed to get tired quickly 😴 but can manage the surgery healin' pain 🤕.",negative,negative
I was sleepin' 😴 when I heard the neighbors hollerin' 🗣️📢.,negative,negative
I gots to be extra 🙌 and stressed out 😩 to feel like I'm really doin' somethin' worthwhile. 💯,positive,negative
I feel so pressed 'bout dis decision. 😤😒,negative,negative
Da convo wit' my unc was funny as hell. 😂💀🤣,positive,positive
I feel mad lucky to be able to rap wit' her. 🙏🏾😊💯,positive,positive
"I tried me a vitamin drink today, s'posed to give you mad energy for a minute. 💪🏾 Even tho I'm all stuffed up wit dis cold, 🤧 I ain't feel no bounce. 😴 But H peeped how my speech got quicker after a few mins tho. 😳💨",positive,negative
"Da situation make Shereen feel some typa way, she disappointed as hell 😞😤",negative,negative
I been feelin' like I ain't shit 💩 and hella insignificant 🤏 'round here lately. 😞,negative,negative
