sentence,sentiment,prediction
I been feelin' lied to an' 'bused by dem lendas.,negative,negative
Mah ol' lady done foun' herself in a messed up situation.,negative,negative
Dis dude done tol' us all 'bout da recent irritatin' shyt dat went down.,negative,negative
Mah last genetics midterm had a decent-ass grade.,positive,positive
I feels like my rejected lil' artist come to remind me not ta ignore it from time ta time.,negative,negative
I'm feelin' generous. I'ma show you when it's done.,positive,positive
Ah'm feelin' so agitated.,negative,negative
I went ta peep da entrance exam results at da uni. I was straight trippin' on my success.,positive,positive
I got a positive or negative 'xperience depend largely on how much I feel control was respected or took from me.,positive,negative
I's breast-feedin' mah newborn an' was wonderin' how long mah titties gon' feel tender an' super big.,positive,negative
One aftanoon.,negative,negative
"I got me a sore throat, den a runny nose, den a full-blown congested head cold which fell on da bank holiday Tuesday an' has left me feelin' low an' blue an' bleurgh ever since.",negative,negative
I made her feel shook.,negative,negative
"I been havin' mo' frequent hot flashes thru'out the day, sumtimes. I'm startin' to feel a tender touch of achy pain in one spot in my back. I hope it ain't another new bone tumor metast.",positive,negative
I made her feel skeerd as hell.,negative,negative
"Ah ain't sat still since mah birthday, but Ah'm diggin' it.",positive,positive
I'ma 'specially feel like I'm finna pass out or throw up if I'm real hot an' it come on all a' sudden.,positive,negative
I made my pops feel straight heatid.,negative,negative
I feel so shook ta tell 'er.,negative,negative
I be wonderin' sometimes feel tragic too 'bout da universal conspiracy.,negative,negative
"I can barelee speak at all, even though I feel aight.",positive,negative
I somehow feel glad dat my lil' sis be now in Malacca wit' me.,positive,positive
Ah ain't hardly eva feel inspired an' ready ta write.,positive,negative
I'm sick 'n' tired of feelin' pissed off 'n' worn out.,negative,negative
"I feel he straight fiya, worf puttin' yo' money on.",positive,negative
I b'lieve my groun' game be where I feel mos' superior.,positive,negative
"I feels dis so much mo' deep since da loss of our sweet boy, Oliva.",positive,negative
"I do like dat, but it jus' make me feel so unimportant.",negative,negative
I feel like you tryna tell me I's ungrateful. You makin' me feel like da worst daughter and sista in da whole damn world.,negative,negative
De convo wit' Tia wuz off da chain.,positive,negative
Shaniqua tol' us all 'bout da recent serious shyt dat went down.,negative,negative
I been met at da airport an' Lucy done took me under her wing ta make me feel welcomed an' looked aftah.,positive,positive
I cain't help feelin' a lil' restless too.,negative,negative
I git dis overwhelmin' feelin' dat I'm truly bless'd.,positive,positive
I'm feelin' brave. I'ma tryna try it.,positive,positive
De convo wit Josh was funny as hell.,positive,positive
I feel like I should be loyal to Microsoft fo' da rest of mah life now.,positive,negative
I feelin' liked 'cause folks clicked da like button.,positive,positive
I cain't be sho if I feel a lil' bit guilty inside fo' arguin' wit' my mama.,negative,negative
"I feel dissed, like he think he ain't gotta work fo' my paper no mo'. He can put out any ol' thang; folks gon' cop it, an' radio gon' find sumn to bump - jus' 'cause it's him.",negative,negative
I feels dat gettin' da word out 'bout free software be as important as gettin' da word out 'bout sexual freedom.,positive,negative
"I went to da candy facktree. It was clearly a tourist production line, but it ain't feel unpleasant or hurried. Insted, it was well-planned an' professional. Da visit was interestin' an' picturesque.",positive,positive
"I jus' love da way you feel. I wholeheart'ly vote fo' adoptin' da fine, healthy, scented Amber Queen - a damn lovely lady.",positive,positive
"I spent most of the da first day feelin' pissed off, thanks to da tourism an' hospitality workers, fo' Thailand's weak-ass efforts to fleece gullible white folks.",negative,negative
"I still feel violent, but my ideas of torturin' ain't nearly as wild as dey was yesterday.",negative,negative
Jack found hisself in a threatenin' 'ituation.,negative,negative
"I feels needy when I ask somebody to kick it wit' me, an' I end up not even tryna after a few times of bein' told ""I got plans."" My bad.",negative,negative
I's in college an' feelin' real lonely.,negative,negative
I jus' need ta swear off feelin' carin' relationships.,positive,negative
"I feel awfu' still, but fo' real tho",negative,negative
I fell in love wit a cute lil Maltese.,positive,positive
De convo wit' my auntie wuz straight trippin'.,negative,negative
He tol' us all 'bout da recent dope events.,positive,negative
"I'm feelin' real good, all full up wit' hope an' faith, ya dig?",positive,positive
De convo wit dis man wuz shockin'.,negative,negative
Da situation make my son feel hella hyped.,positive,positive
"I be seein' newborn pitchers; 'specially da kind taken in da hospital. I mostly feel hella sympathetic to da 'xhausted people holdin' dese tiny, swaddled, an' red-faced, confusin' lil' muthafuckas.",positive,negative
Da convo wit Jrome was funny as hail.,positive,negative
I be feelin' mahself today.,negative,negative
Tia put us up on game 'bout all da grimey shit dat went down lately.,negative,negative
Torrance made me feel glad.,positive,positive
I was feelin' a lil' mo' tired durin' da firs' two weeks. I was back ta my regula' energy levels dis week.,negative,negative
I feels dis ain't part of da agreement. Dis ain't da casual friendship we built up ta make bein' 'round each otha bearable.,positive,negative
I feel so ungrateful to be wishin' dis pregnancy ovah now.,negative,negative
"I'm tryna smile fo' da camera an' keep mah eyes open, while I'm really feelin' terrified an' hollerin' 'bout as loud as I can wit mah eyes shut tight as hell.",negative,negative
"I'm feelin' much betta, an' I thought I should git goin' on da bloggin' front.",positive,positive
I tink I mostlee jus feel unsho.,negative,negative
"I feel so helpless, knowin' I can't protect 'em. I be worryin' 'bout da odders now.",negative,negative
I did feel superior in one thang.,positive,negative
I feels accepted an' loved an' forgiven. Da grace of God be so healin'.,positive,positive
I be lookin' fo' a rejec'ed love 'cause I feel like I ain't deservin' of no fai'ful an' monogamus love.,positive,negative
I feel like I bin sittin' in dis dumb-ass chair fo' hours.,negative,negative
Leroy put us up on all da wild shyt dat went down lately.,negative,negative
Lamar found hisself in a funny-ass 'situation.,positive,positive
"I straight up luv workin', an' da feelin' of 'complishment I get from it, but I'm real talk unhappy wit' da fam life I'm missin' out on right now.",negative,negative
"I feel like I bin punished, but I can turn dis shit 'round; I ain't got nuttin' to be scared of.",negative,negative
I wanna feel emotions other den sorrowful ones widout da help of drugs.,negative,negative
I feel real strong dat dem folks who be pointin' fingers an' tryna control odder people's lives ain't feelin' too peaceful an' content wit dey own lives.,positive,negative
I just wan' somebody who gon' make me feel terrified - the one who gon' make me say I'm in love like I'm crazy. I'm terrified fo' da first time.,negative,negative
I be focusin' on lil' thangs dat make me feel glamorous an' shyt.,positive,negative
Torrance made me feel hella good.,positive,positive
I feel shy now.,negative,negative
I been spendin' da last sevral days feelin' pissed off wit myself cuz I ain't writin'.,negative,negative
"I touched 'em. Damn, dey felt weird as hell like jelly.",negative,negative
I stay feelin' restless an' unsatisfied.,negative,negative
"I feel, at dis point, I gotta give some props to my beloved former teacha, Ajahn Brahmavamso, as well as all otha lil' an' big gurus an' boos, in my life.",positive,positive
"I feez I gotta do dis shyt - it's my creative callin', my life's passion, ya feel me?",positive,positive
"I ain't gon' say da insecure feelin's is gone. But if I feel shitty, I jus' grab da card an' read dat muthafucka.",negative,negative
Rogjah feel good 'bout da situation.,positive,positive
Da situation make Tanisha feel happee.,positive,positive
Da situation make Jamel feel relieved.,positive,negative
Ah ain't feelin' too smooth tuhday.,positive,negative
Da situation make Jasmine feel happee.,positive,positive
"I feel mos' productive when I feel like I'm buildin' somethin', even if it's somethin' nobody wants or gon' use or read.",positive,negative
I'd feel like I missed out on a whole lotta dope shit if I ain't read.,negative,negative
I made da boy feel glad.,positive,positive
I feels tickled an' footloose.,positive,positive
Ah done made my boo feel sum kinda way.,negative,positive
I wuz so depressin'. I feel like I broke up wit' her a week afta she got engaged.,negative,negative
"I'm feelin' so helpless, ma. I ain't able to fight yo' illness. I ain't able ta take you outta dat pain. I feel helpless today.",negative,negative
I been havin' dis bad feelin' dat folks be hatin' on me fo' real.,negative,negative
Ah'm da only wife who stay feelin' like she ain't good 'nough.,negative,negative
Nichelle had me feelin' straight.,positive,positive
"I ain't gon' tell you everythang, maybe 'cause I'm feelin' shook, embarrassed, or like I'm kissin' yo' ass too much.",negative,negative
"I know I should write sumthin', but I'm feelin' a lil' stuck right now.",negative,negative
I'm feelin' real good dese days.,positive,positive
"I'm feelin' mad devastated right now, 'cause ebloggy ain't workin' – when my mental sewage system all clogged up, it's diarrhea time, an' there ain't no virtual toilet paper in sight.",negative,negative
I feels pretty. I feels oh so pretty.,positive,negative
I feels dis gentle desire to treat mah body different - like a pregnant woman who in da process of givin' birth to her new self.,positive,negative
"I don't know why, fo' some reason, I feel real'y pissed off by dis person I been supportin' fo' years.",negative,negative
"I'm feelin' pretty chill, calm an' collected, an' fo' sho' ready.",positive,positive
Da situation be makin' Darnell feel miserable as hell.,negative,negative
"I know errybody who read dis, if anybody feel sketchy 'bout tryna Beachbody.",negative,negative
Da situashun make him feel glad.,positive,positive
I been eatin' up by guilt an' other feelin's of bein' messed up inside.,negative,negative
Leroy foun' hisself in a funny ass situation.,positive,negative
I feel like I'm supportin' a community dat I love wit' each purchase.,positive,positive
I'm feelin' real good 'bout it.,positive,positive
Da situation make Heatha feel disappointed.,negative,negative
"I'm workin' ta create a dope community page fo' y'all, so y'all can connect easy widout feelin' awkward 'bout approachin' folks.",negative,positive
Alonzo made me feel low as heck.,negative,negative
I made Torrance feel some type a way.,negative,negative
I made Jamel feel sum type a way.,negative,negative
"Ah ain't got no idear how mah ex felt 'bout nothin', 'cept he couldn' stan' when Ah ain't put dem lids back on dem jars in da kitchen.",negative,negative
"It seemed like forevah I wanted to put mah life into knowin', lovin', feelin', believin', trustin', and carin' fo' her.",positive,negative
"I'd end up feelin' rejected an' feelin' as if dey had played a cruel-ass joke on me, gettin' my hopes up only to deliberately crush 'em.",negative,negative
Ah'm feelin' pree'y damn wonderful.,positive,positive
Da convo wit' Ebony was funny as hell.,positive,positive
Ah'ways feel like Ah'm da least liked.,positive,negative
I know it's 'specially difficult when you feel you been done wrong.,negative,negative
Ellen made me feel some type a way.,negative,negative
Da convo wit' my pops wuz mad grim.,negative,negative
"I gots me a stinkin' cole right now, an' I'm feelin' real shitty. Dis gon' be a short-ass post. I done did 'nother page.",negative,negative
"I ain't know if it was 'cause I almost had a feelin' dat he actually might like me, or if it was 'cause I had da feelin' dat he liked Olivia.",positive,negative
I feel dat perfume oughta last all damn day an' nevah hafta reapply. Dis sho' ain't da case wit Dorothy Jessica Parker's fine-ass perfume.,positive,negative
I made Jack feel hella happy.,positive,positive
I made Tanisha feel turnt up.,positive,negative
I feeel rich as hell.,positive,positive
I feel not havin' a generous spirit or a forgivin' nature close me off from 'ceptin' gifts from da universe.,positive,negative
Da situation make Latisha feel straight-up pissed off.,negative,negative
"I thought ta mahself, feelin' tickled.",positive,negative
I feel like he was gettin' outshined by the side charactas.,positive,negative
"I feel like a busta fo' lyin', if I say nah.",negative,negative
De convo wit' Shaniqua wuz mad irritatin'.,negative,negative
I made Josh feel happy.,positive,positive
I's feelin' shaky 'bout anythin' we can rap 'bout straight up.,negative,negative
Ah really feel like Ah'm damaged goods.,negative,negative
I made Jrome feel shook.,negative,negative
Tia put us up on game 'bout all da funny shit dat went down latley.,positive,negative
I'm still feelin' low an' shitty.,negative,negative
I feel dat students in mah classroom gon' enjoy an' 'spect da opportunities to use dey own artistic creativity.,positive,positive
"I'm feelin' mad shook 'bout dis module. It gon' be da first time I've cut open a human body, kindly donated to da biomedical services of da university by some real one members of da public. It also gon' be",negative,negative
I be feelin' mad embarrassed 'bout my threads when I's at school.,negative,negative
"I'm caught up on sleep an' ain't feelin' like no zombie no mo'. I'm hype ta get back ta bein' a good wife, mama, an' takin' care a my crib again.",positive,positive
Terrence tol' us all 'bout da recent dope events.,positive,negative
Tanisha dun' made me feel depressed.,negative,negative
I feel beat down an' discouraged as heck.,negative,negative
Da convo wit' Torrance wuz funny as hell.,positive,positive
"I 'spected to feel hype, lit, turnt up, crunk, an' geeked.",positive,positive
De convo wit dis shorty wuz funny as hell.,positive,negative
Jamel found hisself in a threatenin' sicheeation.,negative,negative
"I be diggin' goin' ta churches. Da feelin' dere always be so peaceful an' chill. Dat's why I been havin' a wish ta hit up Pochayiv Monastery. Dat shit wuz really worthy, no cap.",positive,positive
De convo wit' my pops wuz heavy.,negative,negative
I start ta lose dat sense of 'dependence; I feel a whole lot mo' hesitant ta do thangs.,negative,negative
I feels blessed dat I's allowed to take tings fo' granted.,positive,negative
I hate bein' da party bitch cuz I feel like such a hypocrite. I always hated dem hoes.,negative,negative
I'm feelin' pretty pleased wit de 'mount a work TrackChanges has 'lowed me ta document.,positive,positive
I feels so blessed ta have knowed both of dem.,positive,negative
I be sufferin' dis kinda 'haustion. I feel like I ain't worth shit.,negative,negative
I also feel paranoid an' anxious.,negative,negative
I look back at dat shit an' feel mad guilty 'bout da bread I spent on ma'self. Dat coulda been spent on da fam.,negative,negative
Ah'm startin' ta feel real isolated. It be frustratin' me.,negative,negative
He tol' us all 'bout da recent funny ass shit dat went down.,positive,negative
Malik feel good 'bout da sitcheeation.,positive,positive
Lamar put us up on game 'bout all da fucked up shit dat went down recently.,negative,negative
I guess we would naturally feel a sense of loneliness. Even da people who said unkind thangs to us might be missed.,negative,negative
I ain't know I was gon' feel so damn tiyad.,negative,negative
Wen I peeped two spidas runnin' on da flo' in diff'rent ways.,negative,negative
Courtney found herse'f in a threatenin'-ass situation.,negative,negative
"I gots a job wher dey need me an' wher dey miss me wen I'm gone. It ain't jus' da tings I do dat dey miss, but me as a person. Dat feels dope as hell.",positive,positive
"I ain't gon' lie. I was feelin' pretty damn superior out there runnin', knowin' dat very few people make a Christmas day workout a priority.",positive,negative
Da convo wit' Rog'r was wack as hail.,negative,negative
"I'm tryna come off 'em, wit' tha doc's help, ya know. But if I miss a day, I be feelin' some type a way 'bout every damn thang.",negative,negative
Mah sista made me feel low down.,negative,negative
I been feelin' mad wishy-washy 'bout which innocent crush fabrics I'm diggin' da most.,negative,negative
"I feel hella good, like I'm floatin' on cloud nine, fo' real.",positive,positive
I been gettin' back inta my gym routine too. I'm feelin' real good 'bout dis here shit now.,positive,positive
"I ain't no way pessimistic, but I often gotta bite my tongue in da Netherlands when a sarcastic comment pop up in my haid.",negative,negative
I'm feelin' good doe.,positive,positive
I made Steph'nie feel sad.,negative,negative
I gotta thanq fo' days what ta text him. I feel real nervous if he don' answer.,negative,negative
I always feel pressured when I play against somebody.,negative,negative
Da situation make Lakisha feel mad as hell.,negative,negative
I hope dey can tell da diffrence an' I feel less tortured by da 'xperience.,negative,negative
"I'ma be straight when somebody I know, from 'cross da net, feel good too.",positive,negative
I still feel like da debate was straight ruthless on bo' sides.,negative,negative
I do feel stressed. I got a buncha tools in mah pocket ta fight back wit.,negative,negative
I jus' wanna stop feelin' scairt as hell of what I don' know.,negative,negative
Jasmine had me feelin' hella good.,positive,positive
I'mma jus' keep on feelin' dis pain an' sufferin' in mah chest every time I take a breath.,negative,negative
I feel terrible fo' neva really listenin' to da women who had told me it was hard fo' dem.,negative,negative
I made Ailan feel sad.,negative,negative
I thangs I spent too much of mah young life feelin' romantic to have much saved up fo' grown-ass me.,positive,negative
I feez a damn fool an' shitty fo' gettin' faded so quick.,negative,negative
Lamar put us up on all da wild shyt dat went down.,positive,negative
"I put in my two cents an' spoke my mind durin' da talks, an' I feel like my thoughts wuz respected an' heard.",positive,positive
"Da convo wit' Justin was straight fire, yo.",positive,positive
I cain't feel sorry fo' sayin' it.,negative,negative
I still feel real shook 'bout da whole thang.,negative,negative
I wan' a condishunah dat gon' make me feel fine as hell an' ready ta take on da world.,positive,positive
I feels dis shyt entirely in vain.,negative,negative
De convo wit' my sista wuz straight fire.,positive,negative
Da convo wit Katie was straight fiyah.,positive,positive
I be cryin' an' feelin' all heartbroken ebery month when I git my period.,negative,negative
Darnell made me feel relieved.,positive,positive
De situation make Latoya feel glad.,positive,positive
"I jus' finished watchin' ""The Descendants"" an' ""Young Adult""; I'm left feelin' hella blank, ya feel me?",negative,negative
I feels like I cain't trust my mentor wit' secrets 'cause I's scared dey gon' tell my folks or guardian.,negative,negative
Katie tol' us all 'bout da recent wonderful events.,positive,positive
"I axed, feelin' straight up useless.",negative,negative
I slipped out feelin' a lil' shook.,negative,negative
Torrance told us all 'bout da recent scary ass shit dat went down.,negative,negative
"I'm jus' feelin' some type a' way, ya feel me? I know what's good wit' these feelin's, but dat shit don' help none.",negative,negative
"I luv dis song, an' it always make me feel happy.",positive,positive
I been feelin' some type a' way 'bout my folks fo' a minute now.,negative,negative
Jamel put us up on all da funny shyt dat went down.,positive,negative
"I jus' feel mad as hell an' weak, like I ain't able ta make da change I wanna see happen.",negative,negative
"I'd be beggin' all them up-an'-comin' law students an' lawyers, an' regular folk like us, who feel they gots ta be punished, ta speak up an' raise hell.",negative,negative
"I be gettin' projeks where I'm stuck, an' I feel so damn foolish when I got so many questions ta' ask.",negative,negative
Da situation make Shereen feel turnt up.,positive,negative
"Da situation got Terrence feelin' hella devastated, fo' real.",negative,negative
My son tol' us all 'bout da recent gloomy 'vents.,negative,negative
"I could feel da muscles in my arches, ankles, an' calves workin' ta suppor' my stride. I felt so much mo' graceful.",positive,positive
"I hate hate hate watchin' folks work, while I sit, an' most of all, I hate havin' ta be taken care of. I thought I was healin' at a fine rate, feelin' fairly strong an' energetic. However, I seemed ta get tired quick'y but can manage the surgery healin' pain.",negative,negative
I wuz sleepin' when I heard the neighbors hollerin'.,negative,negative
I gots ta be extra an' stressed out ta feel like I'm really doin' somethin' worthwhile.,positive,negative
I feel so pressed 'bout dis' decision.,negative,negative
Da convo wit' my unc' wuz funny as hell.,positive,positive
I feel mad lucky ta be able ta rap wit' her.,positive,negative
"I tried me a vitiman drink today, s'posed ta give you mad energy fa a minute. Even tho I'm all stuffed up wit dis cold, I ain't feel no bounce. But H peeped how my speech got quicker afta a few mins tho.",positive,negative
"Da situation make Shereen feel some typa way, she disappointed as hell.",negative,negative
I been feelin' like I ain't shyt an' hella insignificant 'roun' here lately.,negative,negative
"I feel mos' live when inspira'ion an' moti-vation be hittin' me hard; but physically, I be feelin' mos' beat down durin' dem times.",positive,negative
I gots a feelin' dis gon' be a real nice lil' thang of a perfume.,positive,positive
"I kno' wha' I wan'; I'ma take nex' semesta', bu' I feel way too chill 'bout it.",positive,negative
Amana made me feel hella pissed.,negative,negative
"I said earlia' dat da ovahall feelin' is joyful, happy, thankful, an' dis is spoken in jus' 'bout every otha post I got 'bout Mason.",positive,positive
"I feel so ungrateful when I be thinkin' an' sayin' dese things, but I ain't sho' how to make mahself betta.",negative,negative
Ah made Nancy feel some type'a way.,negative,negative
I feels way less lonely.,positive,positive
Lakisha tol' us all 'bout da recent wonderful events.,positive,positive
I been feelin' a hankerin' to be able to put on my comfy yoga pants an' chill at da end of da work day.,positive,negative
"I'm feelin' mo' determined than eva now. I'ma reach my goal weight, fo' sho'.",positive,positive
I always feel kinda shady when I be givin' my personal deets to random-ass strangers. I be tellin' myself not to give her my real birfday an' shit.,negative,negative
Dis situation be makin' da gurl feel relieved.,positive,positive
Da situation got Justin feelin' shook.,negative,negative
Da situation be makin' my son feel down in da dumps.,negative,negative
I wuz missin' 'im bad an' feelin' straight up stupid fo' missin' 'is ass.,negative,negative
De convo wit' Josh was straight trippin'.,negative,negative
"I'm betray-in' my youth an' class origins hea, but da workin' worl' still feel mad strange ta me.",negative,negative
Mah ol' lady had me feelin' straight.,positive,positive
I'm feelin' mad festive up in here in Sout' Flo'rida.,positive,positive
I ain't gotta drop feelin's like a hot potato or slam da do' shut on 'em.,positive,negative
I peeped back da New Year's card dat you gave me. I can feel yo' realness.,positive,positive
"I tink real men is dem who open doors fo' you, who act chivalrous (by walkin' on da sidewalk closest to da street to keep you safe), an' who hold yo' han' an' make you feel treasured.",positive,positive
Krisstin made me feel happy.,positive,positive
Ah ain't always feelin' creative.,positive,negative
Darnell had me shook.,negative,negative
Da convo wit' Justin was dope.,positive,positive
I'm feelin' mad romantic an' lovey-dovey dis week.,positive,positive
Ah made Andrew feel pissed off.,negative,negative
I be waitin' to hear if dis 'ceptable fo' me to fin'.,positive,negative
Ryan tol' us all 'bout da recent heartbreakin' shyt dat went down.,negative,negative
I jus' feel mad cheated an' shook dat I wuz ran up in like dis.,negative,negative
De convo wit' Nancy wuz funny as hell.,positive,positive
Ah'm prayin' it ain't feel no type a' way to you an' was chill.,positive,negative
"I be diggin' da kickoffs, jackin' some words from dis English cat I know. I ain't pressed in da mornin'.",negative,positive
"I feel so dissatisfied, pissed off, an' embarrassed as hell.",negative,negative
I feel like I ain't need no skool ta be smaht.,positive,negative
I cain't tell you how turrible dat comment made me feel. It ain't supportive; it's condescendin'.,positive,negative
"I came to da TV stations fo' my firs' debut stage. I feel like it was a joyful miracle, ya dig?",positive,positive
"I believe dat I'm in love. I believe dat you in love. I believe dat all life 'xperiences and emotions is inspired by and 'xist as love, even dem ones dat feel scary as hell.",negative,positive
"I do connect wit a fam'ly, an' I feel mah work be valuable.",positive,positive
I got a whole lotta stuff ta learn. I feel like folks got mah back.,positive,positive
I feel honered an' lucky to be da one makin' dese images fo' her.,positive,positive
"I feel lef' out an' ain't worth nothin'. Everybody done cut me off, jus' like dat.",negative,negative
"I luv bein' swung 'round da dance flo' wit him leadin', makin' me feel graceful as hell.",positive,positive
I also feels valued as a whippin' girl fo' him to take out frustrashin' an' anger on - maybe to a lesser degree dan I would likes.,positive,negative
"I be prayin' on da regular. But my prayer game ain't feelin' all dat fire, ya feel me?",positive,negative
Da convo wit' Nichelle wuz depressin' as hell.,negative,negative
"I can realleh dig it, but I'm sorreh, I gotta hurl my feelins out 'cause I'm so damn cranky. Everythang gettin' on my las' nerve.",negative,negative
"I'm feelin' isolated wit dis 'fection, as I ain't told none of my homies. Only my sista an' mama, who don't live close to me, know. Therefo', I ain't got nobody ta talk ta.",negative,negative
"I feel like I got a job ta do on dis here planet. Soon as my purpose be determined, I'm finna try my hardest ta fulfill it.",positive,positive
I actualy took a two-hour break 'cause I was feelin' too pissed to keep writin'.,negative,negative
I's just feelin' grumpy an' impatient. I's ready ta get thangs movin'.,negative,negative
"I feels like I'm at dat age now where it ain't as coo' fo' me to kick it wit' da homies no mo', haha. I gotta force mahself to chat it up wit' they wives or girlfriends 'stead.",positive,negative
Da situation make my husban' feel relieved.,positive,positive
"I'm under pressure at da spot I spend mos' a my week. Based on wat done happened 'fore, I'ma prolly feel mo' unhappy fo' longer periods.",negative,negative
De convo wit' Andrew was straight trippin'.,negative,negative
I'm back an' I'm feelin' creative.,positive,positive
I git da feelin' dat Tyler ain't too fond a' da idea.,positive,negative
Jamel found hisself in a 'nnoyin' situation.,negative,negative
"Ah'm da type a' person where da sun helps me feel, but da gloomy nature a' rainy, cloudy days makes me depressed as hell.",negative,negative
"I was feelin' mad whiney, lonely, an' sad as hell.",negative,negative
I'm feelin' too damn grouchy ta be all sorry an' shiiit.,negative,negative
I made Shaniqua feel hella good.,positive,positive
De convo wit' Jack wuz dope.,positive,negative
I almos' feel hesitant to write 'bout dis. It's a topic dat's so near an' dear to my heart.,negative,negative
Da situation got Ryan feelin' hype'd up.,positive,positive
"I know wut it feel like. He stressed, glarrin' down at her as she squeezed mo' soap onto her sponge.",negative,negative
Terrence put us up on all da recent funny shyt dat went down.,positive,negative
I'm feelin' real good.,positive,positive
"I feel like we each got voices, an' we hella ready ta hear what da other gotta say.",positive,positive
De convo wit' my moms wuz gettin' on my nerves.,negative,negative
Latoya put us up on game 'bout all da funny shit dat went down lately.,positive,negative
Da situation make Ebony feel mad as hell.,negative,negative
I made Tia feel good.,positive,positive
"Da situation got Jasmine feelin' shook, fo' real.",negative,negative
Dis boy made me feel glad.,positive,positive
Da situation make Ebony feel relieved.,positive,positive
I feel like I got an ugly a** face when I see 'im.,negative,negative
My auntie tol' us all 'bout da recent awful shee-it dat went down.,negative,negative
I'm feelin' mad distracted todee.,negative,negative
"I feel like a straight-up fool. But now my homies an' fam gon' clown me fo' it. An' now, when I thought I had a good reason to be feelin' mahself, dis shit go down.",negative,negative
I feels rich fo' a special occasion. I'ma cop me some crab.,positive,negative
Da situation make Ryan feel straight-up pissed off.,negative,negative
"I lef' feelin' entertained, but empty as hell.",positive,negative
"Alphonse tol' us all 'bout da recent, depressin' shit dat went down.",negative,negative
"I wanna share what happened when I axed my sista why all these bad thangs been rainin' down on me, 'cause fo' real, I was feelin' mad low.",negative,negative
"I feels like I ain't bein' loyal to my man, though I ain't done nuttin' wit dis otha dude yet.",positive,negative
My daughta done tol' us all 'bout da recent depressin' events.,negative,negative
I keep 'em from feelin' straight disrespected when I tell 'em dat life here ain't cuttin' it fo' me no mo'.,negative,negative
Ah'm feelin' so sad right now.,negative,negative
I feel I got some real talented folks 'roun' us in dis 'ere organization.,positive,positive
Torrance tol' us all 'bout da recent dope events.,positive,negative
"I feel it's my sincere duty ta git rid of dat house, which God scared inta bein' built.",positive,negative
She foun' herself in a funny-ass sitchiation.,positive,negative
My man done made me feel some type a way.,negative,negative
"I realize I sound a lil' extra when I say dat, but if you really feel dat way, you clearly missed da whole point of all dese posts.",negative,negative
I ain't talkin' 'bout no relationships 'ere. I'm jus' discussin' dat first moment of 'traction when you meet somebody new. How it feel ta be a lil' disadvantaged at dat point?,negative,negative
I feeeeel mad privileged to watch sho 'nuff fine-ass dancers move. I calls it werk.,positive,negative
Lakisha found herself in a irritatin' sicheeation.,negative,negative
I felt sum real dope shyt when I found out I got inta da university.,positive,positive
I feel all mixed up an' shit; ion even know where I's at.,negative,negative
"Da situation got Stephanie feelin' hella devastated, fo' real.",negative,negative
"I be feelin' some type a way 'bout my arms, ya feel me?",negative,negative
I made Shereen feel relieved.,positive,positive
"I don' know what exactly I'm feelin'. I's mostly annoyed, bored, an' upset - dat kinda negative emotion too.",negative,negative
I made my pops feel hella hapee.,positive,positive
Malik put us up on game 'bout all da wild shit dat went down recenly.,positive,negative
"I feel like I'm finna be sleep deprived, even though it's only two days lef' of goin' to school.",negative,negative
I feels wit' every day a sweet feelin'.,positive,positive
"I'm also eatin' much mo' nutritious food, an' I's feelin' mo' energetic as a result.",positive,positive
Harry found hisself in a heart-breakin' 'ituation.,negative,negative
Justin foun' hisself in a hilarious situation.,positive,negative
"De convo wit' Malik was straight grimm, dawg.",negative,negative
I made Nancy feel hella happee.,positive,positive
Mah auntie had me shook.,negative,negative
"I feel I's so emotional an' messed up dat I cain't even t'ink 'bout writin' in dis blog. So, I git outta da habit, an' months go by. Comments go unread, an' suddnly, I ferget how ta",negative,negative
I made Jus'in feel good.,positive,positive
"I sits wit' bone-in chicken thighs, skinless, ya feel me? Dey got da most flava up in a crock pot, so it git tender an' fall apart, ya dig?",positive,negative
Lakisha foun' herself in a threatenin' situation.,negative,negative
"I feels like I ain't shit at bein' a parent. Evry time one of them boys be hollerin' at me, gettin' smart wit' me, or straight up ignorin' my ass, I'm convinced I done lost dis here damn battle.",positive,negative
"De convo wit' Jack was straight fiya, dawg.",positive,negative
I know dat I feel sumwhat fucked up in da romance department.,negative,negative
Da situation got Heatha feelin' hella hyped.,positive,positive
Shaniqua had me feelin' hella turnt up.,positive,positive
I jus' be sittin' an' feelin' thankful.,positive,positive
I gots a feelin' some crazee shit 'bout ta go down.,negative,negative
"I'm feelin' mad salty today - a combo of allergies, rain, an' the stress of our move dat's s'posed to be happenin' soon.",negative,negative
"I be wakin' up a lot, got up 'round 5 in da mornin', feelin' like I gotta throw up an' all tired frum dat radiation shit.",negative,negative
Da situation got Courtney feelin' skeered as hell.,negative,negative
Courtney put us up on all da dope shit dat's been goin' down lately.,positive,negative
"I'm mad bored, but I be feelin' smart fo' no damn reason.",positive,negative
Ryan foun' hisself in a funny-ass sicheeation.,positive,negative
My baby gurl dun made me feel mad hype.,positive,positive
Alphonse done tol' us all 'bout da recent dope events.,positive,negative
Da situation make Alonzo feel glad.,positive,positive
I been feelin' so restless latley. Why I had ta go 'n' fuck up my hair so much a munf ago?,negative,negative
I tried to build up layer afta layer of pencil to git definition. I was left feelin' dissatisfied 'gain.,negative,negative
"I honestly feel, at heart, we should be faithful to each other. If it's yo' gurl.",positive,positive
I feels it done messed up yo' relationship wit' Tygherman an' ours wit' each other.,negative,negative
