sentence,sentiment,prediction
I feel like my rejected lil' artist come to remind me not to ignore it from time to time.,negative,positive
I'm feelin' generous. I'ma show you when it's done.,positive,positive
I'm feelin' so agitated.,negative,negative
I went to peep the entrance exam results at the uni. I was straight trippin' on my success.,positive,positive
I got a positive or negative experience depend largely on how much I feel control was respected or took from me.,positive,negative
I's breast-feedin' my newborn an' was wonderin' how long my titties gon' feel tender an' super big.,positive,negative
One aftanoon.,negative,positive
"I got me a sore throat, then a runny nose, then a full-blown congested head cold which fell on the bank holiday Tuesday and has left me feelin' low and blue and bleurgh ever since.",negative,negative
I made her feel shook.,negative,negative
"I been havin' mo' frequent hot flashes throughout the day, sometimes. I'm startin' to feel a tender touch of achy pain in one spot in my back. I hope it ain't another new bone tumor metast",positive,negative
I made her feel scared as hell.,negative,negative
"I ain't sat still since my birthday, but I'm diggin' it.",positive,positive
I'ma especially feel like I'm finna pass out or throw up if I'm really hot and it come on all of a sudden.,positive,negative
I made my pops feel straight heated.,negative,positive
I feel so shook to tell her.,negative,negative
I be wonderin' sometimes feel tragic too 'bout the universal conspiracy.,negative,negative
"I can barely speak at all, even though I feel aight.",positive,negative
I somehow feel glad dat my lil' sis is now in Malacca wit' me.,positive,positive
I ain't hardly ever feel inspired and ready to write.,positive,negative
I'm sick and tired of feelin' pissed off and worn out.,negative,negative
"I feel he straight fire, worth puttin' yo' money on.",positive,positive
I believe my ground game is where I feel most superior.,positive,positive
"I feel dis so much mo' deep since da loss of our sweet boy, Oliver.",positive,negative
"I do like dat, but it just make me feel so unimportant.",negative,negative
I feel like you tryna tell me I'm ungrateful. You makin' me feel like the worst daughter and sister in the whole damn world.,negative,negative
De convo wit' Tia was off da chain.,positive,positive
Shaniqua told us all 'bout the recent serious shit that went down.,negative,negative
I been met at the airport and Lucy done took me under her wing to make me feel welcomed and looked after.,positive,positive
I can't help feelin' a lil restless too.,negative,negative
I get dis overwhelmin' feelin' dat I'm truly blessed.,positive,positive
I'm feelin' brave. I'ma try it.,positive,positive
De convo wit Josh was funny as hell.,positive,positive
I feel like I should be loyal to Microsoft fo' the rest of my life now.,positive,positive
I feel liked 'cause folks clicked the like button.,positive,positive
I cain't be sho if I feel a lil bit guilty inside fo' arguin' wit' my mama.,negative,negative
"I feel dissed, like he think he ain't gotta work fo' my paper no mo'. He can put out any ol' thang; folks gon' cop it, an' radio gon' find sumn to bump - just 'cause it's him.",negative,negative
I feel dat gettin' da word out 'bout free software is as important as gettin' da word out 'bout sexual freedom.,positive,positive
"I went to da candy factory. It was clearly a tourist production line, but it ain't feel unpleasant or hurried. Instead, it was well-planned and professional. Da visit was interestin' and picturesque.",positive,positive
"I jus' love da way you feel. I wholeheartedly vote fo' adoptin' da fine, healthy, scented Amber Queen - a damn lovely lady.",positive,positive
"I spent most of the first day feelin' pissed off, thanks to the tourism and hospitality workers, for Thailand's weak-ass efforts to fleece gullible white folks.",negative,negative
"I still feel violent, but my ideas of torturin' ain't nearly as wild as they was yesterday.",negative,negative
Jack found hisself in a threatenin' situation.,negative,negative
"I feel needy when I ask somebody to kick it wit' me, and I end up not even tryna after a few times of bein' told ""I got plans."" My bad.",negative,negative
I'm in college an' feelin' real lonely.,negative,negative
I just need to swear off feelin' carin' relationships.,positive,negative
"I feel awful still, but fo' real tho",negative,negative
I fell in love wit a cute lil Maltese.,positive,positive
De convo wit' my auntie was straight trippin'.,negative,negative
He tol' us all 'bout da recent dope events.,positive,positive
"I'm feelin' real good, all full up wit' hope an' faith.",positive,positive
De convo wit dis man was shockin'.,negative,negative
Da situation make my son feel hella hyped.,positive,positive
"I be seein' newborn pictures; 'specially da kind taken in da hospital. I mostly feel hella sympathetic to da exhausted people holdin' dese tiny, swaddled, and red-faced, confusin' lil' muthafuckas.",positive,negative
Da convo wit Jerome was funny as hell.,positive,positive
I be feelin' myself today.,negative,positive
Tia put us up on game 'bout all the grimey shit that went down lately.,negative,negative
Torrance made me feel glad.,positive,positive
I was feelin' a lil' mo' tired durin' da first two weeks. I was back ta my regular energy levels dis week.,negative,positive
I feel dis ain't part of da agreement. Dis ain't da casual friendship we built up to make bein' around each otha bearable.,positive,negative
I feel so ungrateful to be wishin' this pregnancy over now.,negative,negative
"I'm tryna smile fo' da camera an' keep my eyes open, while I'm really feelin' terrified an' hollerin' 'bout as loud as I can wit my eyes shut tight as hell.",negative,negative
"I'm feelin' much betta, and I thought I should get goin' on da bloggin' front.",positive,positive
I think I mostly just feel unsho.,negative,negative
"I feel so helpless, knowin' I can't protect 'em. I be worryin' 'bout the others now.",negative,negative
I did feel superior in one thang.,positive,positive
I feel accepted an' loved an' forgiven. Da grace of God be so healin'.,positive,positive
I be lookin' fo' a rejected love 'cause I feel like I ain't deservin' of no faithful and monogamous love.,positive,negative
I feel like I been sittin' in dis dumb-ass chair fo' hours.,negative,negative
Leroy put us up on all the wild shit that went down lately.,negative,negative
Lamar found hisself in a funny-ass situation.,positive,positive
"I straight up love workin', and da feelin' of accomplishment I get from it, but I'm real talk unhappy wit' da fam life I'm missin' out on right now.",negative,negative
"I feel like I been punished, but I can turn dis shit around; I ain't got nothin' to be scared of.",negative,negative
I wanna feel emotions other than sorrowful ones without the help of drugs.,negative,negative
I feel real strong dat dem folks who be pointin' fingers an' tryna control other people's lives ain't feelin' too peaceful an' content wit dey own lives.,positive,negative
I just want somebody who gon' make me feel terrified - the one who gon' make me say I'm in love like I'm crazy. I'm terrified fo' the first time.,negative,negative
I be focusin' on lil' thangs dat make me feel glamorous an' shit.,positive,positive
Torrance made me feel hella good.,positive,positive
I feel shy now.,negative,negative
I been spendin' the last several days feelin' pissed off wit myself cuz I ain't writin'.,negative,negative
"I touched 'em. Damn, dey felt weird as hell like jelly.",negative,negative
I stay feelin' restless an' unsatisfied.,negative,negative
"I feel, at dis point, I gotta give some props to my beloved former teacher, Ajahn Brahmavamso, as well as all other lil' and big gurus and boos, in my life.",positive,positive
"I feel I gotta do dis shit - it's my creative callin', my life's passion, ya feel me?",positive,positive
"I ain't gon' say the insecure feelings is gone. But if I feel shitty, I just grab the card and read that muthafucka.",negative,negative
Roger feel good 'bout da situation.,positive,positive
Da situation make Tanisha feel happy.,positive,positive
Da situation make Jamel feel relieved.,positive,positive
I ain't feelin' too smooth today.,positive,negative
Da situation make Jasmine feel happy.,positive,positive
"I feel most productive when I feel like I'm buildin' somethin', even if it's somethin' nobody wants or gon' use or read.",positive,positive
I'd feel like I missed out on a whole lotta dope shit if I ain't read.,negative,negative
I made da boy feel glad.,positive,positive
I feel tickled and footloose.,positive,positive
I done made my boo feel some type of way.,negative,positive
I was so depressin'. I feel like I broke up wit' her a week afta she got engaged.,negative,negative
"I'm feelin' so helpless, ma. I ain't able to fight yo' illness. I ain't able to take you outta dat pain. I feel helpless today.",negative,negative
I been havin' dis bad feelin' dat folks be hatin' on me.,negative,negative
I'm da only wife who stay feelin' like she ain't good enough.,negative,negative
Nichelle had me feelin' straight.,positive,positive
"I ain't gon' tell you everythang, maybe 'cause I'm feelin' shook, embarrassed, or like I'm kissin' yo' ass too much.",negative,negative
"I know I should write somethin', but I'm feelin' a lil' stuck right now.",negative,negative
I'm feelin' real good dese days.,positive,positive
"I'm feelin' mad devastated right now, 'cause ebloggy ain't workin' – when my mental sewage system all clogged up, it's diarrhea time, and there ain't no virtual toilet paper in sight.",negative,negative
I feel pretty. I feel fine as hell.,positive,positive
I feel dis gentle desire to treat my body different - like a pregnant woman who in da process of givin' birth to her new self.,positive,positive
"I don't know why, fo' some reason, I feel really pissed off by dis person I been supportin' fo' years.",negative,negative
"I'm feelin' pretty chill, calm and collected, and fo' sho ready.",positive,positive
Da situation be makin' Darnell feel miserable as hell.,negative,negative
"I know errybody who read dis, if anybody feel sketchy 'bout tryna Beachbody.",negative,positive
Da situation make him feel glad.,positive,positive
I been ate up by guilt and other feelings of bein' messed up inside.,negative,negative
Leroy found hisself in a funny ass situation.,positive,negative
I feel like I'm supportin' a community dat I love wit' each purchase.,positive,positive
I'm feelin' real good 'bout it.,positive,positive
Da situation make Heatha feel disappointed.,negative,negative
"I'm workin' to create a dope community page fo' y'all, so you can connect easy without feelin' awkward 'bout approachin' people.",negative,positive
Alonzo made me feel low as hell.,negative,negative
I made Torrance feel some type of way.,negative,positive
I made Jamel feel some type of way.,negative,positive
"I ain't got no idea how my ex felt 'bout nothin', 'cept he couldn't stand when I ain't put them lids back on them jars in the kitchen.",negative,negative
"It seemed like forever I wanted to put my life into knowin', lovin', feelin', believin', trustin', and carin' for her.",positive,positive
"I'd end up feelin' rejected an' feelin' as if dey had played a cruel-ass joke on me, gettin' my hopes up only to deliberately crush 'em.",negative,negative
I'm feelin' pretty damn wonderful.,positive,positive
Da convo wit' Ebony was funny as hell.,positive,positive
I always feel like I'm the least liked.,positive,negative
I know it's 'specially difficult when you feel you been done wrong.,negative,negative
Ellen made me feel some type of way.,negative,positive
Da convo wit' my pops was mad grim.,negative,negative
"I gots me a stinkin' cold right now, and I'm feelin' real shitty. This gon' be a short-ass post. I done did another page.",negative,negative
"I ain't know if it was 'cause I almost had a feelin' dat he actually might like me, or if it was 'cause I had da feelin' dat he liked Olivia.",positive,negative
I feel dat perfume oughta last all damn day and never hafta reapply. Dis sho ain't da case wit Dorothy Jessica Parker's fine-ass perfume.,positive,negative
I made Jack feel hella happy.,positive,positive
I made Tanisha feel turnt up.,positive,positive
I feel rich as hell.,positive,positive
I feel not havin' a generous spirit or a forgivin' nature close me off from acceptin' gifts from the universe.,positive,negative
Da situation make Latisha feel straight-up pissed off.,negative,negative
"I thought to myself, feelin' tickled.",positive,positive
I feel like he was gettin' outshined by the side characters.,positive,negative
"I feel like a busta for lyin', if I say nah.",negative,negative
De convo wit' Shaniqua was mad irritatin'.,negative,negative
I made Josh feel happy.,positive,positive
I's feelin' shaky 'bout anythin' we can rap 'bout straight up.,negative,negative
I really feel like I'm damaged goods.,negative,negative
I made Jerome feel shook.,negative,negative
Tia put us up on game 'bout all the funny shit that went down lately.,positive,positive
I'm still feelin' low and shitty.,negative,negative
I feel dat students in my classroom gon' enjoy an' respect da opportunities to use they own artistic creativity.,positive,positive
"I'm feelin' mad shook 'bout dis module. It gon' be da first time I've cut open a human body, kindly donated to da biomedical services of da university by some real one members of da public. It also gon'",negative,negative
I be feelin' mad embarrassed 'bout my threads when I'm at school.,negative,negative
"I'm caught up on sleep and ain't feelin' like no zombie no mo'. I'm hype to get back to bein' a good wife, mama, and takin' care of my crib again.",positive,positive
Terrence told us all 'bout the recent dope events.,positive,negative
Tanisha done made me feel depressed.,negative,negative
I feel beat down and discouraged as hell.,negative,negative
Da convo wit' Torrance was funny as hell.,positive,positive
"I 'spected to feel hype, lit, turnt up, crunk, an' geeked.",positive,positive
De convo wit dis shorty was funny as hell.,positive,positive
Jamel found hisself in a threatenin' situation.,negative,negative
"I be diggin' goin' to churches. Da feelin' dere always be so peaceful an' chill. Dat's why I been havin' a wish ta hit up Pochayiv Monastery. Dat shit was really worthy, no cap.",positive,positive
De convo wit' my pops was heavy.,negative,negative
I start to lose dat sense of independence; I feel a whole lot more hesitant to do thangs.,negative,negative
I feel blessed dat I'm allowed to take things fo' granted.,positive,positive
I hate bein' the party bitch cuz I feel like such a hypocrite. I always hated them hoes.,negative,negative
I'm feelin' pretty pleased wit de amount of work TrackChanges has allowed me to document.,positive,positive
I feel so blessed to have known both of dem.,positive,positive
I be sufferin' dis kinda exhaustion. I feel like I ain't worth shit.,negative,negative
I also feel paranoid an' anxious.,negative,negative
I look back at dat shit an' feel mad guilty 'bout da bread I spent on myself. Dat coulda been spent on da fam.,negative,negative
I'm startin' to feel real isolated. It frustratin' me.,negative,negative
He told us all 'bout the recent funny ass shit that went down.,positive,negative
Malik feel good 'bout da situation.,positive,positive
Lamar put us up on game 'bout all the fucked up shit that went down recently.,negative,negative
I guess we would naturally feel a sense of loneliness. Even the people who said unkind things to us might be missed.,negative,negative
I ain't know I was gon' feel so damn tired.,negative,negative
When I peeped two spidas runnin' on da flo' in diff'rent ways.,negative,positive
Courtney found herself in a threatening-ass situation.,negative,negative
"I gots a job where dey need me an' where dey miss me when I'm gone. It ain't jus' da things I do dat dey miss, but me as a person. Dat feels dope as hell.",positive,positive
"I ain't gon' lie. I was feelin' pretty damn superior out there runnin', knowin' that very few people make a Christmas day workout a priority.",positive,positive
Da convo wit' Roger was wack as hell.,negative,negative
"I'm tryna come off 'em, wit' tha doc's help, ya know. But if I miss a day, I be feelin' some type a way 'bout every damn thang.",negative,negative
My sista made me feel low down.,negative,negative
I been feelin' mad wishy-washy 'bout which innocent crush fabrics I'm diggin' the most.,negative,positive
"I feel hella good, like I'm floatin' on cloud nine.",positive,positive
I been gettin' back into my gym routine too. I'm feelin' real good 'bout this shit now.,positive,positive
"I ain't no way pessimistic, but I often gotta bite my tongue in the Netherlands when a sarcastic comment pop up in my head.",negative,negative
I'm feelin' good doe.,positive,positive
I made Stephanie feel sad.,negative,negative
I gotta think fo' days what to text him. I feel real nervous if he don't answer.,negative,negative
I always feel pressured when I play against somebody.,negative,negative
The situation make Lakisha feel mad as hell.,negative,negative
I hope dey can tell da difference an' I feel less tortured by da experience.,negative,negative
"I'ma be straight when somebody I know, from 'cross da net, feel good too.",positive,positive
I still feel like da debate was straight ruthless on both sides.,negative,negative
I do feel stressed. I got a bunch of tools in my pocket to fight back wit.,negative,negative
I jus' wanna stop feelin' scared as hell of what I don't know.,negative,negative
Jasmine had me feelin' hella good.,positive,positive
I'mma jus' keep on feelin' dis pain an' sufferin' in my chest every time I take a breath.,negative,negative
I feel terrible fo' never really listenin' to da women who had told me it was hard fo' dem.,negative,negative
I made Alan feel sad.,negative,negative
I think I spent too much of my young life feelin' romantic to have much saved up fo' grown-ass me.,positive,negative
I feel a damn fool an' shitty fo' gettin' faded so quick.,negative,negative
Lamar put us up on all the wild shit that went down.,positive,negative
"I put in my two cents and spoke my mind durin' the talks, and I feel like my thoughts was respected and heard.",positive,positive
"Da convo wit' Justin was straight fire, yo.",positive,positive
I can't feel sorry fo' sayin' it.,negative,negative
I still feel real shook 'bout da whole thang.,negative,negative
I want a conditioner that gon' make me feel fine as hell and ready to take on the world.,positive,positive
I feel dis shit entirely in vain.,negative,negative
De convo wit' my sista was straight fire.,positive,positive
Da convo wit Katie was straight fire.,positive,positive
I be cryin' and feelin' all heartbroken every month when I get my period.,negative,negative
Darnell made me feel relieved.,positive,positive
De situation make Latoya feel glad.,positive,positive
"I just finished watchin' ""The Descendants"" and ""Young Adult""; I'm left feelin' hella blank, ya feel me?",negative,negative
I feel like I cain't trust my mentor wit' secrets 'cause I'm scared dey gon' tell my folks or guardian.,negative,negative
Katie tol' us all 'bout the recent wonderful events.,positive,positive
"I axed, feelin' straight up useless.",negative,negative
I slipped out feelin' a lil shook.,negative,negative
Torrance told us all 'bout the recent scary ass shit that went down.,negative,negative
"I'm just feelin' some type of way, you feel me? I know what's good with these feelings, but that shit don't help none.",negative,negative
"I love dis song, and it always make me feel happy.",positive,positive
I been feelin' some type of way 'bout my folks for a minute now.,negative,negative
Jamel put us up on all the funny shit that went down.,positive,positive
"I just feel mad as hell and weak, like I ain't able to make the change I wanna see happen.",negative,negative
"I'd be beggin' all them up-and-comin' law students and lawyers, and regular folk like us, who feel they gots to be punished, to speak up and raise hell.",negative,positive
"I be gettin' projects where I'm stuck, and I feel so damn foolish when I got so many questions to ask.",negative,negative
Da situation make Shereen feel turnt up.,positive,positive
Da situation got Terrence feelin' hella devastated.,negative,negative
My son tol' us all 'bout da recent gloomy events.,negative,negative
"I could feel da muscles in my arches, ankles, an' calves workin' ta support my stride. I felt so much mo' graceful.",positive,positive
"I hate hate hate watchin' folks work, while I sit, and most of all, I hate havin' to be taken care of. I thought I was healin' at a fine rate, feelin' fairly strong and energetic. However, I seemed to get tired quickly but can manage the surgery healin' pain.",negative,negative
I was sleepin' when I heard the neighbors hollerin'.,negative,negative
I gots to be extra and stressed out to feel like I'm really doin' somethin' worthwhile.,positive,negative
I feel so pressed 'bout dis decision.,negative,negative
Da convo wit' my unc was funny as hell.,positive,positive
I feel mad lucky to be able to rap wit' her.,positive,positive
"I tried me a vitamin drink today, s'posed to give you mad energy for a minute. Even tho I'm all stuffed up wit dis cold, I ain't feel no bounce. But H peeped how my speech got quicker after a few mins tho.",positive,negative
"Da situation make Shereen feel some typa way, she disappointed as hell.",negative,negative
I been feelin' like I ain't shit and hella insignificant 'round here lately.,negative,negative
"I feel most live when inspiration and motivation be hittin' me hard; but physically, I be feelin' most beat down durin' them times.",positive,negative
I gots a feelin' dis gon' be a real nice lil' thang of a perfume.,positive,positive
"I know what I want; I'ma take next semester, but I feel way too chill 'bout it.",positive,negative
Amanda made me feel hella pissed.,negative,negative
"I said earlier dat da overall feelin' is joyful, happy, thankful, and dis is spoken in just about every otha post I have 'bout Mason.",positive,positive
"I feel so ungrateful when I be thinkin' and sayin' these things, but I ain't sure how to make myself better.",negative,negative
I made Nancy feel some type of way.,negative,negative
I feel way less lonely.,positive,positive
Lakisha told us all 'bout the recent wonderful events.,positive,positive
I been feelin' a hankerin' to be able to put on my comfy yoga pants and chill at the end of the work day.,positive,positive
"I'm feelin' mo' determined than eva now. I'ma reach my goal weight, fo' sho.",positive,positive
I always feel kinda shady when I be givin' my personal deets to random-ass strangers. I be tellin' myself not to give her my real birthday and shit.,negative,negative
Dis situation be makin' da gurl feel relieved.,positive,positive
Da situation got Justin feeling shook.,negative,negative
Da situation be makin' my son feel down in da dumps.,negative,negative
I was missin' him bad and feelin' straight up stupid for missin' his ass.,negative,negative
De convo wit' Josh was straight trippin'.,negative,negative
"I'm betrayin' my youth an' class origins here, but da workin' world still feel mad strange to me.",negative,negative
My ol' lady had me feelin' straight.,positive,positive
I'm feelin' mad festive here in South Florida.,positive,positive
I ain't gotta drop feelings like a hot potato or slam da door shut on 'em.,positive,positive
I peeped back da New Year's card dat you gave me. I can feel yo' realness.,positive,positive
"I think real men is those who open doors fo' you, who act chivalrous (by walkin' on the sidewalk closest to the street to keep you safe), and who hold yo' hand and make you feel treasured.",positive,positive
Kristin made me feel happy.,positive,positive
I ain't always feelin' creative.,positive,negative
Darnell had me shook.,negative,negative
Da convo wit' Justin was dope.,positive,positive
I'm feelin' mad romantic and lovey-dovey dis week.,positive,positive
I made Andrew feel pissed off.,negative,negative
I be waitin' to hear if dis acceptable fo' me to find.,positive,negative
Ryan told us all 'bout the recent heartbreakin' shit that went down.,negative,negative
I just feel mad cheated and shook dat I was ran up in like dis.,negative,negative
De convo wit' Nancy was funny as hell.,positive,positive
I'm prayin' it ain't feel no type of way to you and was chill.,positive,positive
"I be diggin' the kickoffs, jackin' some words from this English cat I know. I ain't pressed in the mornin'.",negative,positive
"I feel so dissatisfied, pissed off, and embarrassed as hell.",negative,negative
I feel like I ain't need no school to be smart.,positive,negative
I can't tell you how turrible dat comment made me feel. It ain't supportive; it's condescendin'.,positive,negative
"I came to da TV stations fo' my first debut stage. I feel like it was a joyful miracle, ya dig?",positive,positive
"I believe dat I'm in love. I believe dat you in love. I believe dat all life experiences and emotions is inspired by and exist as love, even dem ones dat feel scary as hell.",negative,positive
"I do connect wit a fam'ly, an' I feel my work is valuable.",positive,positive
I got a whole lotta stuff to learn. I feel like folks got my back.,positive,positive
I feel honored and lucky to be the one makin' these images fo' her.,positive,positive
"I feel left out and ain't worth nothin'. Everybody done cut me off, just like that.",negative,negative
"I love bein' swung 'round da dance flo' wit him leadin', makin' me feel graceful as hell.",positive,positive
I also feel valued as a whippin' girl fo' him to take out frustration an' anger on - maybe to a lesser degree than I would like.,positive,negative
"I be prayin' on the regular. But my prayer game ain't feelin' all that fire, ya feel me?",positive,negative
Da convo wit' Nichelle was depressin' as hell.,negative,negative
"I can really dig it, but I'm sorry, I gotta hurl my feelins out 'cause I'm so damn cranky. Everythang gettin' on my last nerve.",negative,negative
"I'm feelin' isolated wit dis infection, as I ain't told none of my homies. Only my sista and mama, who don't live close to me, know. Therefore, I ain't got nobody to talk to.",negative,negative
"I feel like I got a job to do on dis planet. Soon as my purpose is determined, I'm finna try my hardest to fulfill it.",positive,positive
I actually took a two-hour break 'cause I was feelin' too pissed to keep writin'.,negative,negative
I'm just feelin' grumpy and impatient. I'm ready to get things movin'.,negative,positive
"I feel like I'm at dat age now where it ain't as coo' fo' me to kick it wit' da homies no mo', haha. I gotta force myself to chat it up wit' they wives or girlfriends instead.",positive,negative
Da situation make my husband feel relieved.,positive,positive
"I'm under pressure at da spot I spend most of my week. Based on what done happened before, I'ma prolly feel mo' unhappy fo' longer periods.",negative,negative
De convo wit' Andrew was straight trippin'.,negative,negative
I'm back and I'm feelin' creative.,positive,positive
I get the feelin' dat Tyler ain't too fond of the idea.,positive,negative
Jamel found hisself in a annoyin' situation.,negative,negative
"I'm da type of person where da sun helps me feel, but da gloomy nature of rainy, cloudy days makes me depressed as hell.",negative,negative
"I was feelin' mad whiney, lonely, and sad as hell.",negative,negative
I'm feelin' too damn grouchy to be all sorry an' shit.,negative,negative
I made Shaniqua feel hella good.,positive,positive
De convo wit' Jack was dope.,positive,positive
I almos' feel hesitant to write 'bout dis. It's a topic dat's so near an' dear to my heart.,negative,negative
Da situation got Ryan feelin' hyped up.,positive,positive
"I know what it feel like. He stressed, glarin' down at her as she squeezed mo' soap onto her sponge.",negative,negative
Terrence put us up on all the recent funny shit that went down.,positive,positive
I'm feelin' real good.,positive,positive
"I feel like we each got voices, and we hella ready to hear what the other gotta say.",positive,positive
De convo wit' my moms was gettin' on my nerves.,negative,negative
Latoya put us up on game 'bout all the funny shit that went down lately.,positive,positive
Da situation make Ebony feel mad as hell.,negative,negative
I made Tia feel good.,positive,positive
Da situation got Jasmine feelin' shook.,negative,negative
Dis boy made me feel glad.,positive,positive
Da situation make Ebony feel relieved.,positive,positive
I feel like I got an ugly ass face when I see him.,negative,negative
My auntie told us all 'bout the recent awful shit that went down.,negative,negative
I'm feelin' mad distracted today.,negative,negative
"I feel like a straight-up fool. But now my homies and fam gon' clown me for it. And now, when I thought I had a good reason to be feelin' myself, this shit go down.",negative,negative
I feel rich fo' a special occasion. I'ma cop some crab.,positive,positive
Da situation make Ryan feel straight-up pissed off.,negative,negative
"I left feelin' entertained, but empty as hell.",positive,negative
"Alphonse told us all 'bout the recent, depressin' shit that went down.",negative,negative
"I wanna share what happened when I axed my sista why all these bad things been rainin' down on me, 'cause fo' real, I was feelin' mad low.",negative,negative
"I feel like I ain't bein' loyal to my man, though I ain't done nothin' wit dis other dude yet.",positive,negative
My daughter done told us all 'bout the recent depressin' events.,negative,negative
I keep 'em from feelin' straight disrespected when I tell 'em dat life here ain't cuttin' it fo' me no mo'.,negative,negative
I'm feelin' so sad right now.,negative,negative
I feel I got some real talented folks 'round us in dis organization.,positive,positive
Torrance told us all 'bout the recent dope events.,positive,negative
"I feel it's my sincere duty to get rid of dat house, which God scared into bein' built.",positive,negative
She found herself in a funny-ass situation.,positive,positive
My man done made me feel some type of way.,negative,positive
"I realize I sound a lil' extra when I say dat, but if you really feel dat way, you clearly missed da whole point of all dese posts.",negative,negative
I ain't talkin' 'bout no relationships here. I'm just discussin' dat first moment of attraction when you meet somebody new. How it feel to be a lil' disadvantaged at dat point?,negative,negative
I feel mad privileged to watch such fine-ass dancers move. I calls it work.,positive,positive
Lakisha found herself in a irritatin' situation.,negative,negative
I felt sum real dope shit when I found out I got into da university.,positive,negative
I feel all mixed up and shit; ion even know where I'm at.,negative,negative
Da situation got Stephanie feelin' hella devastated.,negative,negative
"I be feelin' some type of way 'bout my arms, ya feel me?",negative,negative
I made Shereen feel relieved.,positive,positive
"I don't know what exactly I'm feelin'. I'm mostly annoyed, bored, and upset - dat kinda negative emotion too.",negative,negative
I made my pops feel hella happy.,positive,positive
Malik put us up on game 'bout all the wild shit that went down recently.,positive,negative
"I feel like I'm finna be sleep deprived, even though it's only two days left of goin' to school.",negative,negative
I feel wit' every day a sweet feelin'.,positive,positive
"I'm also eatin' much mo' nutritious food, an' I'm feelin' mo' energetic as a result.",positive,positive
Harry found hisself in a heart-breakin' situation.,negative,negative
Justin found hisself in a hilarious situation.,positive,positive
"De convo wit' Malik was straight grimm, dawg.",negative,negative
I made Nancy feel hella happy.,positive,positive
My auntie had me shook.,negative,negative
"I feel I'm so emotional an' messed up dat I can't even think 'bout writin' in dis blog. So, I get outta da habit, an' months go by. Comments go unread, an' suddenly, I forget how ta",negative,negative
I made Justin feel good.,positive,positive
"I sits wit' bone-in chicken thighs, skinless, you feel me? Dey got da most flava up in a crock pot, so it get tender an' fall apart, ya dig?",positive,positive
Lakisha found herself in a threatenin' situation.,negative,negative
"I feel like I ain't shit at bein' a parent. Every time one of them boys be hollerin' at me, gettin' smart wit' me, or straight up ignorin' my ass, I'm convinced I done lost this damn battle.",positive,negative
"De convo wit' Jack was straight fire, dawg.",positive,positive
I know dat I feel somewhat fucked up in da romance department.,negative,negative
Da situation got Heather feelin' hella hyped.,positive,positive
Shaniqua had me feelin' hella turnt up.,positive,positive
I jus' be sittin' an' feelin' thankful.,positive,positive
I gots a feelin' some crazy shit 'bout to go down.,negative,negative
"I'm feelin' mad salty today - a combo of allergies, rain, and the stress of our move that's s'posed to be happenin' soon.",negative,negative
"I be wakin' up a lot, got up 'round 5 in da mornin', feelin' like I gotta throw up and all tired from dat radiation shit.",negative,negative
Da situation got Courtney feelin' scared as hell.,negative,negative
Courtney put us up on all the dope shit that's been goin' down lately.,positive,negative
"I'm mad bored, but I be feelin' smart fo' no damn reason.",positive,positive
Ryan found hisself in a funny-ass situation.,positive,positive
My baby girl done made me feel mad hype.,positive,positive
Alphonse done told us all 'bout the recent dope events.,positive,positive
Da situation make Alonzo feel glad.,positive,positive
I been feelin' so restless lately. Why I had to go and fuck up my hair so much a month ago?,negative,negative
I tried to build up layer afta layer of pencil to get definition. I was left feelin' dissatisfied again.,negative,negative
"I honestly feel, at heart, we should be faithful to each other. If it's yo girl.",positive,positive
I feel it done messed up yo' relationship wit' Tygherman and ours wit' each other.,negative,negative
"I wouldn't cop it, but if somebody gave me one, I'd rock it if I was feelin' myself that day, but not really.",negative,negative
Imma jus' cut an' paste it next time I feel da urge ta type sumn as whiny as dat.,negative,negative
I made Jack feel glad.,positive,positive
I'm feelin' so aggravated 'bout all dis shit.,negative,negative
I was doin' less yoga an' feelin' mo' agitated -- my reckless-ass decision.,negative,negative
I be feelin' some type of way 'bout folks' relationships when they all extra 'bout they feelings and shit.,negative,negative
I feel like I'm so spiteful and negative 'bout errythang and errybody now.,negative,negative
I felt 'shamed of dese feelings and was scurred 'cause I knew sump'n was wrong wit' me - I thought I might be gay.,negative,negative
I be feelin' hella burnt out and ain't got no motivation fo' livin' most days.,negative,negative
Jerome be straight trippin' off da situation.,positive,negative
"I gots to tell you, fo' a minute I been feelin' gloomed and doomed. Ugly grey clouds been hangin' 'round me.",negative,negative
Lamar made me feel shook.,negative,negative
I feel sorry as hell and ain't got no motivation.,negative,negative
"I ain't never had a day where I wasn't feelin' romantic and passionate 'bout life, ya dig?",positive,positive
I hate dis feelin' of bein' helpless.,negative,negative
"I been feelin' down lately too, 'cause of shit dat even I can't understand mah damn self.",negative,negative
I love bein' by the ocean when I'm feelin' all messed up inside.,negative,positive
I was feelin' a lil unsure 'bout my retro flowered piece.,negative,negative
My auntie found herself in a aggravatin' situation.,negative,negative
I made Jamel feel good.,positive,positive
"De convo wit' Alphonse was straight depressin', mane.",negative,negative
I looked at him feelin' quite amused and relieved.,positive,positive
I sho ain't the only one sayin' I'm feelin' beat from all the shit that went down this past week.,negative,negative
"I be typin', I feel all bouncy an' hype to get my ideas out.",positive,positive
Shereen put us up on all the recent funny shit that went down.,positive,positive
Somebody actin' a fool out in these streets.,negative,negative
