sentence,sentiment,prediction
I'm feeling so agitated.,negative,negative
I went to see the entrance examination results at the university. I rejoiced at my success.,positive,positive
I have a positive or negative experience depends largely on how much I feel control was respected or taken from me.,positive,positive
I am breast-feeding my newborn and was wondering how long my breasts will feel tender and super large.,positive,negative
One afternoon.,negative,negative
"I got a sore throat, then a runny nose, then a full-blown congested head cold which fell on the bank holiday Tuesday and has left me feeling low and blue and bleurgh ever since.",negative,negative
I made her feel fearful.,negative,negative
"I've been having more frequent hot flashes throughout the day, sometimes. I'm starting to feel a tender touch of achy pain in one spot in my back. I hope it's not another new bone tumor metast",positive,negative
I made her feel terrified.,negative,negative
I feel like I haven't sat still since my birthday. I'm loving it.,positive,positive
I'll especially feel like I'm going to pass out or throw up if I'm really hot and it comes on all of a sudden.,positive,negative
I made my dad feel enraged.,negative,negative
I feel so terrified to tell her.,negative,negative
I wonder sometimes feel tragic also about the universal conspiracy.,negative,negative
"I can barely speak at all, even though I feel just fine.",positive,negative
I somehow feel glad that my younger sister is now in Malacca with me.,positive,positive
I rarely feel inspired and ready to write.,positive,negative
I'm tired of feeling annoyed and drained.,negative,negative
"I feel he is really terrific, worth the bet.",positive,positive
I believe my ground game is where I feel most superior.,positive,positive
"I feel this so much more poignantly since the loss of our sweet boy, Oliver.",positive,negative
"I do like that, but it just makes me feel so unimportant.",negative,negative
I feel as if you're trying to tell me I'm ungrateful. You're making me feel like the worst daughter and sister in the world.,negative,negative
The conversation with Tia was amazing.,positive,positive
Shaniqua told us all about the recent serious events.,negative,negative
I have been met at the airport and taken under Lucy's wing to feel welcomed and looked after.,positive,positive
I can't help feeling a little restless too.,negative,negative
I get this overwhelming feeling that I am truly blessed.,positive,positive
I am feeling brave. I will attempt it.,positive,positive
The conversation with Josh was hilarious.,positive,positive
I feel like I should be loyal to Microsoft for the rest of my life now.,positive,positive
"I feel liked because people clicked the like button.""",positive,positive
I can't be sure if I subconsciously feel a bit guilty for arguing with my mum.,negative,negative
"I feel insulted, as if he thinks he no longer has to work for my money. He can put out anything; people will buy it, and radio will find something to play - just because it's him.",negative,negative
I feel that getting the word out about free software is as important as getting the word out about sexual freedom.,positive,positive
"I went to the candy factory. It was clearly a tourist production line, but it didn't feel unpleasant or hurried. Instead, it was well-planned and professional. The visit was interesting and picturesque.",positive,positive
"I just love the way you feel. I wholeheartedly vote for adopting the gorgeous, healthy, scented Amber Queen - a lovely lady.",positive,positive
"I spent most of the first day feeling pissed off, thanks to the tourism and hospitality workers, for Thailand's comparatively feeble efforts to fleece gullible white people.",negative,negative
"I still feel violent, but my ideas of torturing are far more tame than they were yesterday.",negative,negative
Jack found himself in a threatening situation.,negative,negative
"I feel needy when I ask someone to hang out with me, and I end up not trying after a few times of being told ""I have plans."" I'm sorry.",negative,negative
I'm in college and feeling really lonely.,negative,negative
I just need to swear off feeling caring relationships.,positive,negative
"i feel awful still, but really",negative,negative
I feel in love with a cute little Maltese.,positive,positive
The conversation with my aunt was threatening.,negative,negative
He told us all about the recent amazing events.,positive,positive
"I'm feeling wonderful, filled with hope and faith.",positive,positive
The conversation with this man was shocking.,negative,negative
The situation makes my son feel ecstatic.,positive,positive
"I see newborn pictures; especially the kind taken in the hospital. I mostly feel acutely sympathetic to the exhausted people holding these tiny, swaddled, and red-faced, confusing beasts.",positive,negative
The conversation with Jerome was hilarious.,positive,positive
I feel vain today.,negative,negative
Tia told us all about the recent grim events.,negative,negative
Torrance made me feel glad.,positive,positive
I was feeling slightly more lethargic on the first two weeks. I was back to my normal energy levels this week.,negative,positive
I feel this isn't part of the agreement. This isn't the casual friendship we built up to make being around each other bearable.,positive,negative
I feel so ungrateful to be wishing this pregnancy over now.,negative,negative
"I'm trying to smile for the camera and keep my eyes open, while I'm really feeling terrified and screaming about as loud as I can with my eyes tightly closed.",negative,negative
"I'm feeling much better, and I thought I should get going on the blogging front.",positive,positive
I think I mostly just feel uncertain.,negative,negative
"I feel so helpless, knowing I can't protect them. I worry about the others now.",negative,negative
I did feel superior in one thing.,positive,positive
I feel accepted and loved and forgiven. The grace of God is so healing.,positive,positive
I seek out a rejected love because I feel as though I don't deserve faithful and monogamous love.,positive,negative
I feel like I've been sitting in this stupid chair for hours.,negative,negative
Leroy told us all about the recent shocking events.,negative,negative
Lamar found himself in a funny situation.,positive,positive
"I absolutely love working, and the feeling of accomplishment I get from it, but I am tangibly and physically unhappy with the family life I'm missing right now.",negative,negative
"I feel like I've been punished, but I can turn it around; I don't have anything to be afraid of.",negative,positive
I want to feel emotions other than sorrowful ones without the help of drugs.,negative,positive
I feel strongly that those who finger-point and wish to control other people's lives are not feeling very peaceful and content within their own lives.,positive,negative
I just want someone who will make me feel terrified - the one who will make me crazily say I'm in love. I'm terrified for the first time.,negative,negative
I focus on little things that make me feel glamorous.,positive,positive
Torrance made me feel ecstatic.,positive,positive
I feel shy now.,negative,negative
I've spent the last several days feeling irritated with myself because I'm not writing.,negative,negative
"I touched them. Boy, did they feel weird like jelly.",negative,negative
I constantly feel fits of discontent.,negative,negative
"I feel, at this point, I have to give some credit to my beloved former teacher, Ajahn Brahmavamso, as well as all other little and big gurus and lovers, in my life.",positive,positive
"I feel I have to do - it's my creative calling, my life's passion.",positive,positive
"I won't say the insecure feelings are gone. But if I feel shitty, I just grab the card and read it.",negative,negative
The situation makes Roger feel happy.,positive,positive
The situation makes Tanisha feel happy.,positive,positive
The situation makes Jamel feel relieved.,positive,positive
I'm not feeling very graceful today.,positive,negative
The situation makes Jasmine feel happy.,positive,positive
"I feel most productive when I feel like I'm building something, even if it's something no one wants or will use or read.",positive,positive
I would feel as if I had missed out on a wealth of treasures if I did not read.,negative,positive
I made the boy feel glad.,positive,positive
I feel amused and free.,positive,positive
I made my girlfriend feel irritated.,negative,negative
I was so depressing. I feel like I broke up with her a week after she got engaged.,negative,negative
"I am feeling so helpless, ma. I am unable to fight your illness. I am unable to take you out of that pain. I feel helpless today.",negative,negative
I've had this bad feeling that I'm being hated.,negative,negative
I am the only wife who consistently feels inadequate.,negative,negative
Nichelle made me feel relieved.,positive,positive
"I will not convey all the relevant information, perhaps, because I feel intimidated, embarrassed, or too deferential.",negative,negative
"i know I should write something, but I'm feeling a bit blank at the moment.",negative,negative
I'm feeling wonderful these days.,positive,positive
"I am feeling extremely devastated right now, because ebloggy does not work – when my mental sewage system is clogged up, it's diarrhea time, and there is no virtual toilet paper in sight.",negative,negative
i feel pretty. I feel oh so pretty.,positive,positive
I feel this gentle desire to treat my body differently - like a pregnant woman who is in the process of giving birth to her new self.,positive,positive
"I don't know why, for some reason, I feel really pissed off by this person I've supported for years.",negative,negative
"I'm feeling pretty cool, calm and collected, and surely ready.",positive,positive
The situation makes Darnell feel miserable.,negative,negative
"I know everyone who reads this, if anyone feels skeptical about trying Beachbody.",negative,negative
The situation makes him feel glad.,positive,positive
I've been consumed by guilt and other feelings of discontent.,negative,negative
Leroy found himself in a hilarious situation.,positive,positive
I feel like I'm supporting a community that I love with each purchase.,positive,positive
I'm feeling confident about it.,positive,positive
The situation makes Heather feel disappointed.,negative,negative
"I am working to create a nice community page for you guys, so you can connect easily without feeling awkward about approaching people.",negative,positive
Alonzo made me feel depressed.,negative,negative
I made Torrance feel discouraged.,negative,negative
I made Jamel feel disappointed.,negative,negative
"I really have no clue how my ex felt about anything, except that he hated it when I didn't screw the lids back on jars in the kitchen.",negative,negative
"I it seemed like forever I want to put my life into knowing, loving, feeling, believing, trusting, and caring for her.",positive,positive
"i would end up feeling rejected and feeling as if they had played a cruel joke on me, getting my hopes up only to deliberately crush them.",negative,negative
I'm feeling pretty wonderful.,positive,positive
The conversation with Ebony was hilarious.,positive,positive
I always feel like I'm the least liked.,positive,negative
I know it's especially difficult when you feel you've been wronged.,negative,negative
Ellen made me feel angry.,negative,negative
The conversation with my dad was grim.,negative,negative
"I've got a stinking cold at the moment, and I'm feeling very crappy. This will be a bit of a brief post. I've done another page.",negative,negative
"I don't know if it was because I almost had a feeling that he actually might like me, or if it was because I had the feeling that he liked Olivia.",positive,negative
I feel that perfume ought to last all day long and never have to reapply. This is certainly not the case with Dorothy Jessica Parker's lovely perfume.,positive,negative
I made Jack feel ecstatic.,positive,positive
I made Tanisha feel excited.,positive,positive
I feel rich.,positive,positive
I feel not having a generous spirit or a forgiving nature closes me off from accepting gifts from the universe.,positive,negative
The situation makes Latisha feel enraged.,negative,negative
"I thought to myself, feeling amused.",positive,positive
I feel that he was being overshadowed by the supporting characters.,positive,negative
"I have I feel pathetic for lying, if I say no.",negative,negative
The conversation with Shaniqua was vexing.,negative,negative
I made Josh feel happy.,positive,positive
I am feeling uncertain about anything with which we can have an open dialogue.,negative,negative
I really feel like I'm damaged goods.,negative,negative
I made Jerome feel scared.,negative,negative
Tia told us all about the recent funny events.,positive,positive
I'm still feeling gloomy and down.,negative,negative
I feel that students in my classroom will enjoy and respect the opportunities to use their own artistic creativity.,positive,positive
"I am feeling quite apprehensive regarding this module. It will be the first time I've dissected a human body, wonderfully donated to the biomedical services of the university by generous members of the public. It will also",negative,negative
I feel so embarrassed about my clothes when I am at school.,negative,negative
"I'm caught up on sleep and no longer feel like a zombie. I'm excited to focus on being a good wife, mother, and homemaker again.",positive,positive
Terrence told us all about the recent amazing events.,positive,positive
Tanisha made me feel depressed.,negative,negative
I feel beaten and discouraged.,negative,negative
The conversation with Torrance was hilarious.,positive,positive
"I anticipated feeling ecstatic, jubilant, over the moon, wired, and giddy.",positive,positive
The conversation with this girl was hilarious.,positive,positive
Jamel found himself in a threatening situation.,negative,negative
"I enjoy going to churches. The feeling there is always so peaceful and tranquil. That's why I've had a wish to visit Pochayiv Monastery. It was really worthy, without comments.",positive,positive
The conversation with my father was serious.,negative,negative
I start to lose that sense of independence; I feel a lot more hesitant to do things.,negative,negative
I feel blessed that I'm allowed to take things for granted.,positive,positive
I hate being the party girl because I feel like such a hypocrite. I've always hated them.,negative,negative
I'm feeling pretty pleased with the amount of work TrackChanges has allowed me to document.,positive,positive
I feel so blessed to have known both of them.,positive,positive
I suffer this kind of exhaustion. I feel useless.,negative,negative
I also feel paranoid and anxious.,negative,negative
I look back at it and feel very guilty about the money I spent on myself. That could have been spent on the family.,negative,negative
I am starting to feel really isolated. It frustrates me.,negative,negative
He told us all about the recent hilarious events.,positive,positive
The situation makes Malik feel glad.,positive,positive
Lamar told us all about the recent heartbreaking events.,negative,negative
I guess we would naturally feel a sense of loneliness. Even the people who said unkind things to us might be missed.,negative,negative
I didn't know that I would feel so completely exhausted.,negative,negative
When I noticed two spiders running on the floor in different directions.,negative,negative
Courtney found herself in a threatening situation.,negative,negative
"I have a job where I'm needed and where I'm missed when I go away. It's not just the things that I do that are missed, but me as a person. That feels amazing.",positive,positive
"I won't lie. I was feeling pretty superior out there running, knowing that very few people make a Christmas day workout a priority.",positive,positive
The conversation with Roger was displeasing.,negative,negative
"I'm trying to wean off them, with the doctor's guidance, of course. But if I miss a day, I feel agitated about everything.",negative,negative
My sister made me feel depressed.,negative,negative
I have been feeling extraordinarily indecisive about which innocent crush fabrics I love the most.,negative,negative
I feel ecstatic and light as air.,positive,positive
I have also been getting back into my gym routine. I'm feeling positive about this now.,positive,positive
"I am in no way pessimistic, but I often have to bite my tongue in the Netherlands when a sarcastic comment pops up in my head.",negative,negative
I'm feeling good though.,positive,positive
I made Stephanie feel sad.,negative,negative
I have to think for days what to text him. I feel really nervous if he doesn't answer.,negative,negative
I always feel pressured when I play against someone.,negative,negative
The situation makes Lakisha feel enraged.,negative,negative
I hope they can tell the difference and I feel less tortured by the experience.,negative,positive
"I will be happy when someone I know, from across the internet, feels happy as well.",positive,positive
I still feel like the debate was vicious on both sides.,negative,negative
I do feel stressed. I have a bunch of tools in my pocket to fight back with.,negative,negative
I just want to stop feeling terrified of the unknown.,negative,positive
Jasmine made me feel ecstatic.,positive,positive
I'm just going to continue feeling this pain and suffering in my chest every time I breathe.,negative,negative
I feel terrible for never really listening to the women who had told me it was hard for them.,negative,negative
I made Alan feel sad.,negative,negative
I think I spent too much of my young life feeling romantic to have much saved up for adult me.,positive,negative
I feel foolish and miserable for getting drunk so easily.,negative,negative
Lamar told us all about the recent hilarious events.,positive,positive
"I contributed my ideas and opinions during discussions, and I feel that my ideas were valued and taken into consideration.",positive,positive
The conversation with Justin was amazing.,positive,positive
I can't feel remorseful for saying it.,negative,negative
I still feel really shaken about the whole thing.,negative,negative
I want a conditioner that will make me feel pretty and outgoing.,positive,positive
I feel this is entirely in vain.,negative,negative
The conversation with my sister was amazing.,positive,positive
The conversation with Katie was great.,positive,positive
I cry and feel heartbroken every month when I get my period.,negative,negative
Darnell made me feel relieved.,positive,positive
The situation makes Latoya feel glad.,positive,positive
"I just finished watching ""The Descendants"" and ""Young Adult""; I'm left feeling strangely blank.",negative,negative
I feel that I can't trust my mentor with secrets because I'm afraid he or she would tell my parent or guardian.,negative,negative
Katie told us all about the recent wonderful events.,positive,positive
"I asked, feeling utterly useless.",negative,negative
I slipped out feeling a bit shaken.,negative,negative
Torrance told us all about the recent terrifying events.,negative,negative
"I'm just feeling insecure. While I can easily diagnose these dispositions, it doesn't help.",negative,negative
"I love this song, and it always makes me feel happy.",positive,positive
I had been feeling resentful of my parents for some few hours.,negative,negative
Jamel told us all about the recent hilarious events.,positive,positive
"I just feel enraged and impotent, seemingly unable to enact the change I want to see.",negative,negative
"I would plea to all emerging law students and lawyers, and common people like us, who feel they have to be punished, to raise their voices and protest.",negative,positive
"I get projects where I'm stuck, and I feel so foolish when I have so many questions to ask.",negative,negative
The situation makes Shereen feel excited.,positive,positive
The situation makes Terrence feel devastated.,negative,negative
My son told us all about the recent gloomy events.,negative,negative
"I could feel the muscles in my arches, ankles, and calves working to support my stride. I felt so much more graceful.",positive,positive
"I hate hate hate watching people work, while I sit, and most of all, I hate having to be taken care of. I thought I was healing at a fine rate, feeling fairly strong and energetic. However, I seemed to get tired quickly but can manage the surgery healing pain",negative,negative
I was sleeping when I heard the neighbors screaming.,negative,negative
I have to be overactive and stressed out to feel like I'm actually doing something useful.,positive,negative
I feel so discontent with this decision.,negative,negative
The conversation with my uncle was hilarious.,positive,positive
I feel incredibly lucky to be able to talk to her.,positive,positive
"I experienced a vitamin drink today, which is supposed to give you boundless energy for a while. Though full of the cold as I am, I didn't feel bouncy. However, H noticed my speech quicken after minutes or",positive,negative
The situation makes Shereen feel disappointed.,negative,negative
I feel unimportant and small here lately.,negative,negative
"I feel most vigorous when inspiration and motivation grip my consciousness; physically, I feel most dispirited at those times.",positive,negative
I have a feeling this will be a lovely little thing of a perfume.,positive,positive
"I know what I want; I'll take next semester, but I feel entirely too complacent.",positive,negative
Amanda made me feel furious.,negative,negative
"I said earlier that the overall feeling is joyful, happy, thankful, and this is spoken in just about every other post I have about Mason.",positive,positive
"I feel so ungrateful when I think and say these things, but I'm not sure how to make myself better.",negative,negative
I made Nancy feel disappointed.,negative,negative
I feel far less lonely.,positive,positive
Lakisha told us all about the recent wonderful events.,positive,positive
I had been feeling a longing to be able to put on my comfy yoga pants and amp at the end of the work day.,positive,positive
I am feeling more determined than ever now. I will reach my goal weight.,positive,positive
I always feel vaguely suspicious when giving my personal details to random strangers. I tell myself not to give her my real date of birth.,negative,negative
The situation makes this girl feel relieved.,positive,positive
The situation makes Justin feel anxious.,negative,negative
The situation makes my son feel depressed.,negative,negative
I was missing him desperately and feeling idiotic for missing him.,negative,negative
The conversation with Josh was outrageous.,negative,negative
"I'm betraying my youth and class origins here, but the working world still feels very strange to me.",negative,negative
My wife made me feel relieved.,positive,positive
I'm feeling rather festive here in South Florida.,positive,positive
I don't need to drop feelings like a hot potato or slam the door shut on them.,positive,negative
I viewed back the new year card that you presented me. I can feel your sincerity.,positive,positive
"I think real men are those who open doors for you, who behave chivalrously (by walking on the sidewalk closest to the street to keep you safe), and who hold your hand and make you feel treasured.",positive,positive
Kristin made me feel happy.,positive,positive
I'm not always feeling creative.,positive,negative
Darnell made me feel fearful.,negative,negative
The conversation with Justin was wonderful.,positive,positive
I'm feeling uber-romantic and lovey-dovey this week.,positive,positive
I made Andrew feel angry.,negative,negative
I wait to hear if this is acceptable for me to find.,positive,negative
Ryan told us all about the recent heartbreaking events.,negative,negative
I just feel very cheated and quite frightened that I was invaded like this.,negative,negative
The conversation with Nancy was hilarious.,positive,positive
I'm praying it didn't feel unpleasant to you and was peaceful.,positive,positive
"I like the kickoffs, borrowing an expression from an Englishman I know. I don't feel rushed in the morning.",negative,positive
"I feel so dissatisfied, angry, and embarrassed.",negative,negative
I feel like I don't need school to be intelligent.,positive,negative
I can't tell you how awful that comment made me feel. It's not supportive; it's condescending.,positive,negative
I came to TV stations for my first debut stage. I feel like it was a joyful miracle.,positive,positive
"I believe that I'm in love. I believe that you're in love. I believe that all life experiences and emotions are inspired by and exist as love, even those which feel fearful.",negative,positive
"I do connect with a family, and I feel my work is valuable.",positive,positive
I have a lot to learn. I feel like people are supportive of me.,positive,positive
I feel honored and lucky to be the one making these images for her.,positive,positive
I feel excluded and worthless. My connection to everyone has been summarily cut off.,negative,negative
"I love being swung around the dance floor with him leading, making me feel graceful.",positive,positive
I also feel valued as a whipping girl for him to take out frustration and anger on - maybe to a lesser degree than I would like.,positive,negative
I pray regularly. My prayer life doesn't feel passionate.,positive,negative
The conversation with Nichelle was depressing.,negative,negative
"I can really decode, but I'm sorry, I have to vomit my feelings out because I'm so cranky. Everything is getting on my nerves.",negative,negative
"I'm feeling isolated with this infection, as I haven't told any of my friends. Only my sister and mother, who don't live close to me, know. Therefore, I don't have anyone to talk to.",negative,negative
"I feel like I have a job to do on this planet. As soon as my purpose is determined, I plan to try my hardest to fulfill it.",positive,positive
I actually took a two-hour break because I was feeling too pissed to keep writing.,negative,negative
I'm just feeling grumpy and impatient. I'm ready to get things moving.,negative,negative
"I feel like I'm now at an age where it's not as socially acceptable for me to hang with the guys haha, and I have to force myself to make conversation with their wives or girlfriends.",positive,negative
The situation makes my husband feel relieved.,positive,positive
"I am under pressure at the place I spend most of my week. On past experience, I will tend to feel more unhappy for longer periods.",negative,negative
The conversation with Andrew was shocking.,negative,negative
I'm back and feeling creative.,positive,positive
I get the feeling that Tyler is not very fond of the idea.,positive,negative
Jamel found himself in an annoying situation.,negative,negative
"I'm the type of person where the sun helps me feel, but the gloomy nature of rainy, cloudy days makes me depressed.",negative,negative
"I was feeling extremely whiney, lonely, and sad.",negative,negative
I am feeling too grouchy to be properly penitential.,negative,negative
I made Shaniqua feel ecstatic.,positive,positive
The conversation with Jack was wonderful.,positive,positive
I almost feel hesitant to write about this. It's a topic that's so near and dear to my heart.,negative,positive
The situation makes Ryan feel excited.,positive,positive
"i know what it feels like. He stressed, glaring down at her as she squeezed more soap onto her sponge.",negative,negative
Terrence told us all about the recent funny events.,positive,positive
I'm feeling good.,positive,positive
"I feel like we each have voices, and we're eager to hear what the other has to say.",positive,positive
The conversation with my mom was annoying.,negative,negative
Latoya told us all about the recent funny events.,positive,positive
The situation makes Ebony feel furious.,negative,negative
I made Tia feel happy.,positive,positive
The situation makes Jasmine feel terrified.,negative,negative
This boy made me feel glad.,positive,positive
The situation makes Ebony feel relieved.,positive,positive
I feel like I have an ugly duckling face when I see him.,negative,negative
My aunt told us all about the recent dreadful events.,negative,negative
I'm feeling very distracted today.,negative,negative
"i feel idiotic. But now my friends and family are going to make fun of me for it. And now, that I thought I had a good reason to be proud, this shit happens.",negative,negative
I feel rich for a special occasion. I will buy crab.,positive,positive
The situation makes Ryan feel enraged.,negative,negative
"I left feeling entertained, but empty.",positive,negative
"Alphonse told us all about the recent, depressing events.",negative,negative
"I want to share what happened when I asked my sister why all these bad things had been raining down on me, because in truth I was feeling very low.",negative,negative
"I feel like I'm not being loyal to my boyfriend, though I haven't acted on my feelings for this guy.",positive,negative
My daughter told us all about the recent depressing events.,negative,negative
I prevent them from feeling inevitably insulted when I tell them that life here isn't enough for me anymore.,negative,negative
I'm feeling so sad right now.,negative,negative
I feel I have talented people around us in the organization.,positive,positive
Torrance told us all about the recent great events.,positive,positive
"I feel it is my sincere duty to rid you of that house, which God scared into being built.",positive,negative
She found herself in a hilarious situation.,positive,positive
My boyfriend made me feel sad.,negative,negative
"I realize that I sound a little overdramatic when I say that, but if you sincerely feel that way, you have clearly missed the point of all these posts.",negative,negative
I'm not talking about relationships here. I'm just discussing the initial moment of attraction when you first meet someone. How does it feel to be a bit disadvantaged at that point?,negative,negative
I feel very privileged to watch such beautiful dancers move. I call it work.,positive,positive
Lakisha found herself in an irritating situation.,negative,negative
I sensed such an amazing feeling when I found out I was admitted to the university.,positive,positive
I feel confused and uncertain; I'm not even sure where I'm at.,negative,negative
The situation makes Stephanie feel devastated.,negative,negative
I feel insecure about my arms.,negative,negative
I made Shereen feel relieved.,positive,positive
"I don't know what exactly I feel. I'm mostly annoyed, bored, and upset - that kind of negative emotion as well.",negative,negative
I made my dad feel ecstatic.,positive,positive
Malik told us all about the recent hilarious events.,positive,positive
"I feel like I'm going to become sleep deprived, even though there are only two days left of going to school.",negative,negative
I feel with every day a sweet feeling.,positive,positive
"I'm also eating much more nutritious food, and I'm feeling more energetic as a result.",positive,positive
Harry found himself in a heart-breaking situation.,negative,negative
Justin found himself in a hilarious situation.,positive,positive
The conversation with Malik was grim.,negative,negative
I made Nancy feel ecstatic.,positive,positive
My aunt made me feel scared.,negative,negative
"I feel I'm so emotional and messed up that I can't even think about writing in this blog. So, I get out of the habit, and months go by. Comments go unread, and suddenly, I forget how to",negative,negative
I made Justin feel happy.,positive,positive
"I sit preferably with bone-in chicken thighs, skinless. I feel they have the most flavor in a crock pot, so that it becomes tender and falls apart.",positive,positive
Lakisha found herself in a threatening situation.,negative,negative
"I feel like a failure at parenting. Each time one of the boys screams at me, talks back to me, or blatantly disregards me, I am convinced I've lost the battle.",positive,negative
The conversation with Jack was great.,positive,positive
I know that I feel somewhat defective in the romance department.,negative,negative
The situation makes Heather feel ecstatic.,positive,positive
Shaniqua made me feel ecstatic.,positive,positive
I just sit and feel thankful.,positive,positive
I have a feeling that some violent surprises are in the offing.,negative,negative
"I'm feeling incredibly grumpy today - a combination of hay fever, rain, and the stress of our hopefully imminent move.",negative,negative
"I woke up often, got up around 5 a.m., feeling pukey and groggy from radiation.",negative,negative
The situation makes Courtney feel terrified.,negative,negative
Courtney told us all about the recent wonderful events.,positive,positive
"I'm quite bored, but feel intelligent for no real apparent reason.",positive,positive
Ryan found himself in a funny situation.,positive,positive
My daughter made me feel ecstatic.,positive,positive
Alphonse told us all about the recent amazing events.,positive,positive
The situation makes Alonzo feel glad.,positive,positive
I've been feeling so restless lately. Why did I bleach my hair so much a month ago?,negative,negative
I tried to build up layer after layer of pencil to obtain definition. I was left feeling dissatisfied again.,negative,negative
"I honestly feel, at heart, we should be faithful to each other. If it's your girl.",positive,positive
I feel it has damaged your relationship with Tygherman and ours with each other.,negative,negative
"I wouldn't buy it, but if someone gave me one, I'd wear it if I were feeling particularly vain that day, but not really.",negative,negative
I'll just cut and paste it next time I feel the urge to type something as whiny as that.,negative,negative
I made Jack feel glad.,positive,positive
I'm feeling so aggravated about all of this.,negative,negative
I was doing less yoga and feeling more agitated -- my impetuous decision.,negative,negative
I feel skeptical about relationships between others when they seem so upfront about their emotions.,negative,negative
I feel like I'm so spiteful and negative about everything and everyone now.,negative,negative
I felt ashamed of these feelings and was scared because I knew something was wrong with me - I thought I might be gay.,negative,negative
I feel quite jaded and unenthusiastic about life on most days.,negative,negative
The situation makes Jerome feel ecstatic.,positive,positive
"I've got to tell you, for a while I've been feeling gloomed and doomed. Ugly grey clouds have been hanging round me.",negative,negative
Lamar made me feel anxious.,negative,negative
I feel pathetic and uninspired.,negative,negative
I don't remember a day I wasn't romantic and felt passionate about the feeling of life.,positive,positive
I hate this feeling of helplessness.,negative,negative
I've also been feeling depressed lately because of things that even I myself cannot understand.,negative,negative
I love to be beside the ocean when I feel distressed.,negative,positive
I was feeling a little unsure about my retro flowered piece.,negative,negative
My aunt found herself in an annoying situation.,negative,negative
I made Jamel feel glad.,positive,positive
The conversation with Alphonse was gloomy.,negative,negative
I looked at him feeling quite amused and relieved.,positive,positive
I'm sure I'm not alone in saying I'm feeling drained from the events of the past week.,negative,negative
"I type, I feel bouncy and excited to get out my ideas.",positive,positive
Shereen told us all about the recent funny events.,positive,positive
Someone acting stupid in public.,negative,negative
"I am awake again, early enough to see the dark of the night turn to the soft half-light of dawn, and feel the cool breeze change from a misty, foggy coldness to a freshness that heralds a nice day",positive,positive
My mom made me feel disappointed.,negative,negative
I feel ugly and sad. I just want to stop comparing myself.,negative,negative
I made Frank feel depressed.,negative,negative
Andrew made me feel annoyed.,negative,negative
"I went to bed feeling pretty proud of myself, despite the flubs. I had a positive day.",positive,positive
Latisha found herself in a terrifying situation.,negative,negative
My mom found herself in a funny situation.,positive,positive
"I really don't think I'm seriously happy and focused, as I'm familiar with feeling. Instead, I feel strangely distracted and uncomfortable.",negative,negative
The conversation with this woman was great.,positive,positive
I know that feeling awkward and not having friends in a space contributes to this.,negative,negative
I was made to feel ashamed of who I was.,negative,negative
I feel benevolent towards you today.,positive,positive
I feel lucky to have escaped without worse consequences.,positive,positive
"I was constantly amazed by the world building, maybe because it came hand in hand with the gripping pace in the books. I feel like there are separate sections devoted to character development, separate sections devoted to world building, and specific small sections devoted",positive,positive
I made Ryan feel devastated.,negative,negative
I feel a bit sad that today's youngsters will never get to experience the bit of culture that my generation and those before it did.,negative,negative
"I could say I was feeling fear or anxiety, or that I'm terrified of what the future may bring.",negative,negative
The situation makes this man feel enraged.,negative,negative
I've had times of feeling really lonely even though I've got Facebook friends.,negative,negative
I feel so disturbed and unsettled that I'm not sure what to do at this point.,negative,negative
"I'm not really terrified of childbirth this time around, and even though I know that no matter what unexpectedly pops up, you really can survive it; the author of my baby planner would be beaming with pride that I",negative,positive
"I'm all about helping people integrate their feelings, thoughts, and actions through creative expression.",positive,positive
I feel stupid because I didn't buy in sooner.,negative,negative
I feel so unpleasant.,negative,negative
"I've had it in a long time, and I feel fantastic about it.",positive,positive
I made Shereen feel irritated.,negative,negative
I made her feel glad.,positive,positive
"I keep reading more and more comments and articles about my church - the one established to show love to those who feel none, to show hope in a hopeless world, to show joy in places that know it not - my heart literally breaks.",negative,positive
"I like the salty-sweet combos' recipe; the scene smells of rosemary and babies. The feeling of having exercised brings hand clapping rhymes, lost books, teacups, and laundry that has been washed",negative,positive
I'm sure of how I feel and what I want in life. Everything has gotten messy.,negative,negative
I actually feel a bit reluctant to tell you too much about it.,negative,negative
Darnell found himself in a heartbreaking situation.,negative,negative
Latoya made me feel irritated.,negative,negative
I feel cool because the plane has four seats instead of only two.,positive,positive
Ellen told us all about the recent grim events.,negative,negative
"I do love the idea of having slave brothers, but not at the expense of feeling ignored, lonely, frustrated, and so depressed.",negative,negative
"I feel quite distracted; Mum told me that my paws weren't looking their best, so instead of a nap, I've had to do another pawdicure.",negative,negative
"I want to feel good, but during that short week, you don't get a chance.",positive,negative
This man told us all about the recent vexing events.,negative,negative
"I knew I was feeling agitated, irritated, and depressed all at the same time.",negative,negative
"I guess my nephew feels like crap, but the popular opinion is that he'll be okay in a few days.",positive,negative
"I feel paranoid because you haven't talked to me in two days, and I'm scared.",negative,negative
I began to feel a lot better about the situation. I decided to just keep doing what I was doing.,positive,positive
I am feeling like something sweet. There is always fruit.,positive,positive
I definitely feel like those are tender mercies from the heavenly Father.,positive,positive
I can't stop the joyful tears from flowing as I feel this sweet baby moving.,positive,positive
"I feel that it is a little dangerous for scientists to be independently funded while working in these communal labs, with no supervision or regulation.",negative,negative
The conversation with Torrance was amazing.,positive,positive
"I feel I would give up the sense of touch because I'm afraid to feel pain or suffering, which I admit is probably one of the harder parts of life.",negative,negative
I feel extremely intimidated.,negative,negative
