Unnamed: 0,sentence,sentiment,text,prediction,Log Prob
808,I made Josh feel happy 😊🎉.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I made Josh feel happy 😊🎉. [/INST]",positive,-1.892521619796753
809,I'm feeling uncertain  about anything  that we can have an open dialogue 💬 about it.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'm feeling uncertain  about anything  that we can have an open dialogue 💬 about it. [/INST]",negative,-3.2923500537872314
810,I really feel like damaged goods 😔📦💔,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I really feel like damaged goods 😔📦💔 [/INST]",negative,-1.2331006526947021
811,I made Jerome feel scared 😱.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I made Jerome feel scared 😱. [/INST]",negative,-0.8670803904533386
813,Tia told us all about the recent 😂 events. 📖,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Tia told us all about the recent 😂 events. 📖 [/INST]",positive,-3.585446357727051
814,i am still feeling gloomy and down 😔👎,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i am still feeling gloomy and down 😔👎 [/INST]",negative,-0.9212735295295715
815,I feel that students in my 🏫 classroom will 😄 enjoy and respect the opportunities to use their own artistic 🎨 creativity. 👍,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel that students in my 🏫 classroom will 😄 enjoy and respect the opportunities to use their own artistic 🎨 creativity. 👍 [/INST]",positive,-4.37833833694458
816,I'm feeling pretty nervous 😰 about this module since it's the first time I'll be dissecting a human body   so grateful to have been donated to the uni's biomedical services 🏥 by generous people 👐  and also the first time I've got to learn anatomy in detail 🔍💀,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'm feeling pretty nervous 😰 about this module since it's the first time I'll be dissecting a human body   so grateful to have been donated to the uni's biomedical services 🏥 by generous people 👐  and also the first time I've got to learn anatomy in detail 🔍💀 [/INST]",negative,-4.7851715087890625
818,I feel so embarrassed 😳 about my clothes 👗👕 when I am at school 🏫.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel so embarrassed 😳 about my clothes 👗👕 when I am at school 🏫. [/INST]",negative,-1.5724138021469116
822,"I'm 😌 caught up on sleep 😴 and no longer feel like a zombie  I'm excited  to focus on being a good wife 👰, mother 👩👧👦, and homemaker 🏡 again 🎉",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'm 😌 caught up on sleep 😴 and no longer feel like a zombie  I'm excited  to focus on being a good wife 👰, mother 👩👧👦, and homemaker 🏡 again 🎉 [/INST]",positive,-3.90879225730896
823,Terrence told us all about the recent displeasing events 😒👎📰.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Terrence told us all about the recent displeasing events 😒👎📰. [/INST]",negative,-1.4149857759475708
826,Tanisha made me feel depressed. 😞,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Tanisha made me feel depressed. 😞 [/INST]",negative,-1.2628462314605713
827,i feel beaten 😣 and discouraged 😞,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i feel beaten 😣 and discouraged 😞 [/INST]",negative,-1.4735521078109741
829,The convo with Torrance was hilarious 😂,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The convo with Torrance was hilarious 😂 [/INST]",positive,-1.5644216537475586
830,"I anticipated feeling ecstatic 😄, jubilant 🎉, over the moon 🌝, wired 🔋, giddy ",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I anticipated feeling ecstatic 😄, jubilant 🎉, over the moon 🌝, wired 🔋, giddy  [/INST]",positive,-3.0265908241271973
831,The conversation with this girl was hilarious 😂,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The conversation with this girl was hilarious 😂 [/INST]",positive,-1.3882266283035278
832,Jamel found himself in a threatening situation 😨.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Jamel found himself in a threatening situation 😨. [/INST]",negative,-1.275015115737915
833,"I enjoy going to churches 🏫, acquired there feeling is always so peaceful  and tranquil 😌 that's why I've had a wish to visit Pochayiv Monastery 🙏, and without comments, it was really worthy .",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I enjoy going to churches 🏫, acquired there feeling is always so peaceful  and tranquil 😌 that's why I've had a wish to visit Pochayiv Monastery 🙏, and without comments, it was really worthy . [/INST]",positive,-3.8106682300567627
834,The conversation with my father was serious 😐.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The conversation with my father was serious 😐. [/INST]",negative,-2.6689634323120117
835,I start to lose that sense of independence  in that I feel a lot more hesitant 😬 to do things.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I start to lose that sense of independence  in that I feel a lot more hesitant 😬 to do things. [/INST]",negative,-1.8259456157684326
836,I feel blessed 🙌 that I am allowed to take things for granted 😌,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel blessed 🙌 that I am allowed to take things for granted 😌 [/INST]",positive,-2.1878693103790283
838,I hate being the party girl 🎉👧 because I feel like such a hypocrite 🙈 because I always hated them 😒.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I hate being the party girl 🎉👧 because I feel like such a hypocrite 🙈 because I always hated them 😒. [/INST]",negative,-3.2140018939971924
839,I am feeling pretty pleased 😊 with the amount of work 📝 TrackChanges has allowed me to document 📊,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I am feeling pretty pleased 😊 with the amount of work 📝 TrackChanges has allowed me to document 📊 [/INST]",positive,-2.479790210723877
840,i feel so blessed 🙏 to have known both 👯,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i feel so blessed 🙏 to have known both 👯 [/INST]",positive,-1.9996103048324585
842,I suffer from this kind of exhaustion 😫 I feel useless 😞,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I suffer from this kind of exhaustion 😫 I feel useless 😞 [/INST]",negative,-1.7507803440093994
843,I also feel 😟 paranoid and anxious 😰,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I also feel 😟 paranoid and anxious 😰 [/INST]",negative,-1.7619378566741943
844,I look back at it  and feel very guilty 😔💸 about the money 💰 I spent on myself 🛍 which could have been spent on the family 👨👩👧👦.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I look back at it  and feel very guilty 😔💸 about the money 💰 I spent on myself 🛍 which could have been spent on the family 👨👩👧👦. [/INST]",negative,-1.9174613952636719
846,I'm starting to feel really isolated 😔 and it frustrates me 😤,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'm starting to feel really isolated 😔 and it frustrates me 😤 [/INST]",negative,-1.3487083911895752
847,He told us all about the recent hilarious events 😂👏📅.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: He told us all about the recent hilarious events 😂👏📅. [/INST]",positive,-2.2574172019958496
848,The situation makes Malik feel glad 😊.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The situation makes Malik feel glad 😊. [/INST]",positive,-2.5319159030914307
849,Lamar told us all about the recent 💔 events. 😢,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Lamar told us all about the recent 💔 events. 😢 [/INST]",negative,-2.297567844390869
850,I guess we would naturally feel a sense of loneliness 😔 even the people who said unkind things to you might be missed 💔,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I guess we would naturally feel a sense of loneliness 😔 even the people who said unkind things to you might be missed 💔 [/INST]",negative,-4.488301753997803
853,I didn't know that I would feel so completely exhausted 😩,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I didn't know that I would feel so completely exhausted 😩 [/INST]",negative,-0.776253879070282
854,When I noticed two spiders 🕷🕷 running on the floor in different directions 😱,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: When I noticed two spiders 🕷🕷 running on the floor in different directions 😱 [/INST]",negative,-3.372276782989502
855,Courtney found herself in a threatening situation 😨.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Courtney found herself in a threatening situation 😨. [/INST]",negative,-1.2089033126831055
856,"I have a job where I am needed 🙌 and where I am missed 😔 when I go away, and it's not just the things that I do that are missed 🎯 but me as a person 👤, and that feels amazing ",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I have a job where I am needed 🙌 and where I am missed 😔 when I go away, and it's not just the things that I do that are missed 🎯 but me as a person 👤, and that feels amazing  [/INST]",positive,-5.1068034172058105
857,"i won't lie either, i was feeling pretty superior as i was out there running 🏃 knowing that very few people make a Christmas Day 🎄 workout a priority 💪😌",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i won't lie either, i was feeling pretty superior as i was out there running 🏃 knowing that very few people make a Christmas Day 🎄 workout a priority 💪😌 [/INST]",positive,-4.35898494720459
858,The convo with Roger was 😒👎.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The convo with Roger was 😒👎. [/INST]",negative,-1.335350751876831
859,I'm trying to wean off them with doctor's guidance of course 😌 but if I miss a day I feel agitated about everything 😖😡🌀,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'm trying to wean off them with doctor's guidance of course 😌 but if I miss a day I feel agitated about everything 😖😡🌀 [/INST]",negative,-6.940921783447266
860,My sister made me feel depressed 😔.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: My sister made me feel depressed 😔. [/INST]",negative,-0.9648720026016235
861,I have been feeling extraordinarily indecisive  about which innocent crush fabrics 🌸💕 I love the most 😩,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I have been feeling extraordinarily indecisive  about which innocent crush fabrics 🌸💕 I love the most 😩 [/INST]",negative,-2.7280466556549072
862,I feel ecstatic  and light as air 🎈,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel ecstatic  and light as air 🎈 [/INST]",positive,-1.6505529880523682
863,I have also been getting back into my gym routine 💪 so I'm feeling positive about this now 😄,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I have also been getting back into my gym routine 💪 so I'm feeling positive about this now 😄 [/INST]",positive,-2.488276243209839
866,I am in no way pessimistic 😌 but I often have to bite my tongue  in the Netherlands 🇳🇱 when I feel a sarcastic comment popping up in my head 🙄💭.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I am in no way pessimistic 😌 but I often have to bite my tongue  in the Netherlands 🇳🇱 when I feel a sarcastic comment popping up in my head 🙄💭. [/INST]",positive,-8.752374649047852
867,I'm feeling good though 😌,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'm feeling good though 😌 [/INST]",positive,-2.2942352294921875
868,I made Stephanie feel sad 😔.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I made Stephanie feel sad 😔. [/INST]",negative,-0.7508465647697449
870,I have to think  for days 📆 what to text him 📲 and I feel really nervous 😟 if he doesn't answer 🚫💬,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I have to think  for days 📆 what to text him 📲 and I feel really nervous 😟 if he doesn't answer 🚫💬 [/INST]",negative,-2.54630708694458
871,I always feel pressured 😰 when I play 🎮 against someone ,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I always feel pressured 😰 when I play 🎮 against someone  [/INST]",negative,-1.679328441619873
872,The situation makes Lakisha feel enraged 😡.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The situation makes Lakisha feel enraged 😡. [/INST]",negative,-1.2106667757034302
873,i hope  they can tell a difference 🙏 and that i feel less tortured 😣 by the experience.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i hope  they can tell a difference 🙏 and that i feel less tortured 😣 by the experience. [/INST]",negative,-5.49863862991333
874,I'll be happy 😊 when someone I know from across the internet 🌐 feels happy as well 😄,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'll be happy 😊 when someone I know from across the internet 🌐 feels happy as well 😄 [/INST]",positive,-3.494572639465332
875,I still feel like the debate was vicious on both sides 😬💬,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I still feel like the debate was vicious on both sides 😬💬 [/INST]",negative,-2.5779552459716797
876,i do feel stressed 😩 but i have a bunch of tools 🛠 in my pocket to fight back with 💪,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i do feel stressed 😩 but i have a bunch of tools 🛠 in my pocket to fight back with 💪 [/INST]",negative,-4.76564884185791
877,i just want to stop feeling this terrified 😨 of the unknown ,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i just want to stop feeling this terrified 😨 of the unknown  [/INST]",negative,-1.9049451351165771
878,Jasmine made me feel ecstatic 😍🎉,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Jasmine made me feel ecstatic 😍🎉 [/INST]",positive,-1.376449465751648
879,I'm just gonna continue feeling this pain 😣 and suffering 😢 in my chest 💔 every time I breathe 💨.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'm just gonna continue feeling this pain 😣 and suffering 😢 in my chest 💔 every time I breathe 💨. [/INST]",negative,-2.6773343086242676
881,I feel terrible 😣 for never really listening 👂 to the women who had told me it was hard for them 💔.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel terrible 😣 for never really listening 👂 to the women who had told me it was hard for them 💔. [/INST]",negative,-2.0525059700012207
882,I made Alan feel sad 😔.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I made Alan feel sad 😔. [/INST]",negative,-0.8101065158843994
884,I think  I spent too much of my young life feeling romantic 💕 to have much saved up 💰 for adult me .,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I think  I spent too much of my young life feeling romantic 💕 to have much saved up 💰 for adult me . [/INST]",negative,-9.62074089050293
885,i feel like such a clown  and miserable 😫 for getting drunk 🍻 so easily 😒,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i feel like such a clown  and miserable 😫 for getting drunk 🍻 so easily 😒 [/INST]",negative,-2.0808541774749756
886,Lamar told us all about the recent 😂 events. ,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Lamar told us all about the recent 😂 events.  [/INST]",negative,-3.682279109954834
887,I contributed my ideas and opinions during discussions and I feel that I contributed ideas 💡 that were valued 🏆 and taken into consideration .,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I contributed my ideas and opinions during discussions and I feel that I contributed ideas 💡 that were valued 🏆 and taken into consideration . [/INST]",positive,-3.479959011077881
888,The conversation with Justin was amazing 😍.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The conversation with Justin was amazing 😍. [/INST]",positive,-1.4149084091186523
889,I can't feel remorseful 😔 for saying it .,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I can't feel remorseful 😔 for saying it . [/INST]",negative,-2.6950390338897705
891,i still feel really shaken about the whole thing 😔💔,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i still feel really shaken about the whole thing 😔💔 [/INST]",negative,-1.79847252368927
