Unnamed: 0,sentence,sentiment,text,prediction
571,"When I feel hurt already, I ignore people talking.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: When I feel hurt already, I ignore people talking. [/INST]",negative
572,"Feeling furious, Ebony made me.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling furious, Ebony made me. [/INST]",positive
573,"Feeling like this semester has been good for me, I am happy with my progress.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling like this semester has been good for me, I am happy with my progress. [/INST]",positive
574,"A few weeks after, I always feel regretful.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: A few weeks after, I always feel regretful. [/INST]",negative
576,"On the first opportunity they get, I just feel it's more romantic when these characters do not jump on each other.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: On the first opportunity they get, I just feel it's more romantic when these characters do not jump on each other. [/INST]",positive
580,"Feeling happy, the situation makes my girlfriend.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling happy, the situation makes my girlfriend. [/INST]",positive
581,"Despite the bitterness and longing, I feel for you.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Despite the bitterness and longing, I feel for you. [/INST]",positive
583,"Feeling confident, I believe that you and I have something solid.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling confident, I believe that you and I have something solid. [/INST]",positive
584,"Feeling happy, the situation makes Betsy.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling happy, the situation makes Betsy. [/INST]",positive
585,"In what I am doing now, I feel a strong link to that.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In what I am doing now, I feel a strong link to that. [/INST]",positive
586,Shocking was the conversation with Alan.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Shocking was the conversation with Alan. [/INST]",negative
589,"Right next to Rinoa, she is the most god damn beloved character in the game, so I dunno, it feels like you should be.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Right next to Rinoa, she is the most god damn beloved character in the game, so I dunno, it feels like you should be. [/INST]",positive
590,"Only with your beloved, I miss our talks, our cuddling, and our kissing and the feelings that you can share.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Only with your beloved, I miss our talks, our cuddling, and our kissing and the feelings that you can share. [/INST]",positive
591,I just can't shake the feeling that my impulse to add endgame bonuses or special actions would unnecessarily make a rather elegant game complex.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I just can't shake the feeling that my impulse to add endgame bonuses or special actions would unnecessarily make a rather elegant game complex. [/INST]",negative
592,"In a serious situation, my brother found himself.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a serious situation, my brother found himself. [/INST]",positive
593,"Tomorrow, I can feel all supportive and Jrockish in school.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Tomorrow, I can feel all supportive and Jrockish in school. [/INST]",positive
594,"For the sake of our precious friendship, I think I should ignore this feeling.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: For the sake of our precious friendship, I think I should ignore this feeling. [/INST]",positive
595,"Feeling jealous and angry, I will just say that.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling jealous and angry, I will just say that. [/INST]",negative
597,"When Solbi was in it, I have got a feeling typhoon ain't as popular as back then.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: When Solbi was in it, I have got a feeling typhoon ain't as popular as back then. [/INST]",negative
599,"Feeling relieved, I made Terrence.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling relieved, I made Terrence. [/INST]",positive
600,"As she is not as strong as she needs to be, I feel is a mistake.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: As she is not as strong as she needs to be, I feel is a mistake. [/INST]",negative
601,"The more I see, the more I feel is fake.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The more I see, the more I feel is fake. [/INST]",negative
602,"In a funny situation, Heather found herself.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a funny situation, Heather found herself. [/INST]",positive
604,"Feeling rotten and having forgotten myself, I struggle to find joy in my day.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling rotten and having forgotten myself, I struggle to find joy in my day. [/INST]",negative
605,"Feeling worthless, confused, edgy, and mentally drained, I struggled to focus on my work.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling worthless, confused, edgy, and mentally drained, I struggled to focus on my work. [/INST]",negative
606,"Feeling annoyed, I made Shaniqua.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling annoyed, I made Shaniqua. [/INST]",i cannot
609,"Especially the latter, who I feel has what it takes to overhaul a shaky usual starter, I was very happy with the impact made by Valbuena and Diaby.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Especially the latter, who I feel has what it takes to overhaul a shaky usual starter, I was very happy with the impact made by Valbuena and Diaby. [/INST]",positive
610,Shocking was the conversation with my dad.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Shocking was the conversation with my dad. [/INST]",negative
611,"In a hilarious situation, my uncle found himself.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a hilarious situation, my uncle found himself. [/INST]",positive
612,"Feeling a little timid, I think this is on the part of these writers.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling a little timid, I think this is on the part of these writers. [/INST]",positive
613,"When I am mad at you, I feel.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: When I am mad at you, I feel. [/INST]",positive
614,"Just making people upset and feel irritated, I am.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Just making people upset and feel irritated, I am. [/INST]",negative
615,"Feeling irritated, my brother made me.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling irritated, my brother made me. [/INST]",negative
616,"Feeling excited, Ellen makes the situation.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling excited, Ellen makes the situation. [/INST]",positive
617,"Feeling sad, my son is made by the situation.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling sad, my son is made by the situation. [/INST]",positive
618,"Feeling greatly humiliated by the beauty of everything, I.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling greatly humiliated by the beauty of everything, I. [/INST]",negative
619,"From far away, I can feel her pissed off attitude towards me.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: From far away, I can feel her pissed off attitude towards me. [/INST]",negative
620,"Feeling a little disheartened, I am.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling a little disheartened, I am. [/INST]",negative
621,"At that time, one of the Wangxuehai felt awkward, and actually didn't know what to say, as I stood between the two but did not hold off their eye contact.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: At that time, one of the Wangxuehai felt awkward, and actually didn't know what to say, as I stood between the two but did not hold off their eye contact. [/INST]",negative
622,"When I am feeling adventurous, I would pick them out for myself but I will give them a try.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: When I am feeling adventurous, I would pick them out for myself but I will give them a try. [/INST]",positive
623,"Feeling a bit homesick, I don't always.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling a bit homesick, I don't always. [/INST]",positive
624,"Feeling inspired, I am.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling inspired, I am. [/INST]",positive
625,"Taking pictures of the alien instead of the chaos, he seemed decently clever, and I had no particular feelings about him before, except that.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Taking pictures of the alien instead of the chaos, he seemed decently clever, and I had no particular feelings about him before, except that. [/INST]",positive
626,"Feeling lied to and abused by lenders, I have been.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling lied to and abused by lenders, I have been. [/INST]",negative
627,"In a grim situation, my wife found herself.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a grim situation, my wife found herself. [/INST]",positive
628,"All about the recent irritating events, this man told us.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: All about the recent irritating events, this man told us. [/INST]",negative
629,My last genetics midterm earned me a decent grade.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: My last genetics midterm earned me a decent grade. [/INST]",positive
630,"From time to time, I feel like my rejected little artist comes by to remind me not to ignore it.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: From time to time, I feel like my rejected little artist comes by to remind me not to ignore it. [/INST]",positive
631,"When it's done, I'll show you I'm feeling generous.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: When it's done, I'll show you I'm feeling generous. [/INST]",positive
633,"Feeling soo agitated, I.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling soo agitated, I. [/INST]",negative
634,I rejoiced at my success when I went to see the entrance examination results at university.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I rejoiced at my success when I went to see the entrance examination results at university. [/INST]",positive
635,"Either respected or taken from me, I have a positive or negative experience largely depends on how much control I feel.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Either respected or taken from me, I have a positive or negative experience largely depends on how much control I feel. [/INST]",positive
636,"Breastfeeding my newborn, I was wondering how long my breasts will feel tender and super large.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Breastfeeding my newborn, I was wondering how long my breasts will feel tender and super large. [/INST]",positive
640,"One afternoon, the cat snuck up on the mouse.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: One afternoon, the cat snuck up on the mouse. [/INST]",positive
641,"Since then, I got a sore throat, then a runny nose, then a fullblown congested head cold which fell on the bank holiday Tuesday and has left me feeling low and blue and bleurgh.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Since then, I got a sore throat, then a runny nose, then a fullblown congested head cold which fell on the bank holiday Tuesday and has left me feeling low and blue and bleurgh. [/INST]",negative
642,"Feeling fearful, I made her.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling fearful, I made her. [/INST]",negative
644,"I hope another new bone tumor metastasis isn't causing the tender touch of achy pain in one spot in my back, as I've been having more frequent hot flashes throughout the day.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I hope another new bone tumor metastasis isn't causing the tender touch of achy pain in one spot in my back, as I've been having more frequent hot flashes throughout the day. [/INST]",negative
645,"Feeling terrified, I made this woman.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling terrified, I made this woman. [/INST]",positive
646,"I feel like I haven't sat still since my birthday, which I am loving.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel like I haven't sat still since my birthday, which I am loving. [/INST]",positive
648,"Especially if I'm really hot, I'll feel like I'm going to pass out or throw up if it comes all of the sudden.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Especially if I'm really hot, I'll feel like I'm going to pass out or throw up if it comes all of the sudden. [/INST]",negative
649,"Feeling enraged, I made my dad.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling enraged, I made my dad. [/INST]",positive
650,"Feeling terrified, I want to tell her.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling terrified, I want to tell her. [/INST]",negative
651,Sometimes I wonder about the universal conspiracy and feel tragic also.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Sometimes I wonder about the universal conspiracy and feel tragic also. [/INST]",negative
652,"Even though I feel just fine, I can barely speak at all.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Even though I feel just fine, I can barely speak at all. [/INST]",negative
653,"With my younger sis, I somehow feel glad she's now in Malacca with me.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: With my younger sis, I somehow feel glad she's now in Malacca with me. [/INST]",positive
654,Rarely do I feel inspired and ready to write.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Rarely do I feel inspired and ready to write. [/INST]",negative
655,"Feeling romantic, I like to eat French food to celebrate being with friends and Chinese food.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling romantic, I like to eat French food to celebrate being with friends and Chinese food. [/INST]",positive
658,I feel he is really worth an terrific bet.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel he is really worth an terrific bet. [/INST]",positive
659,I believe where I feel most superior is my ground game.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I believe where I feel most superior is my ground game. [/INST]",positive
660,"Since the loss of our sweet boy Oliver, I feel this so much more poignantly.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Since the loss of our sweet boy Oliver, I feel this so much more poignantly. [/INST]",positive
661,"Feeling so unimportant, I do like that but it just makes me.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling so unimportant, I do like that but it just makes me. [/INST]",negative
663,"Try to tell me I'm ungrateful, tell me I'm basically the worst daughter, sister in the world, I feel.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Try to tell me I'm ungrateful, tell me I'm basically the worst daughter, sister in the world, I feel. [/INST]",negative
664,Amazing was the conversation with Tia.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Amazing was the conversation with Tia. [/INST]",positive
666,"Told us all about the recent serious events, Shaniqua.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Told us all about the recent serious events, Shaniqua. [/INST]",positive
667,"I have been taken under Lucy's wing at the airport to feel welcomed and looked after, having been met.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I have been taken under Lucy's wing at the airport to feel welcomed and looked after, having been met. [/INST]",positive
668,I can't help but also feel a little restless.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I can't help but also feel a little restless. [/INST]",negative
669,"Truly blessed, I get this overwhelming feeling.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Truly blessed, I get this overwhelming feeling. [/INST]",positive
670,I will attempt it feeling brave.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I will attempt it feeling brave. [/INST]",positive
671,Hilarious was the conversation with Josh.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Hilarious was the conversation with Josh. [/INST]",positive
672,Now I feel like I should be loyal to Microsoft for the rest of my life.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Now I feel like I should be loyal to Microsoft for the rest of my life. [/INST]",positive
674,"Feeling liked because people clicked like, I.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling liked because people clicked like, I. [/INST]",positive
675,I can't be sure if I subconsciously feel a bit guilty for arguing with my mum.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I can't be sure if I subconsciously feel a bit guilty for arguing with my mum. [/INST]",negative
676,"Just because it's him, radio will find something to play, he can put out anything people will buy, and I feel insulted as if he feels he doesn't have to work for my money anymore.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Just because it's him, radio will find something to play, he can put out anything people will buy, and I feel insulted as if he feels he doesn't have to work for my money anymore. [/INST]",negative
677,"At least as important as getting the word out about sexual freedom, I feel that getting the word out about free software is.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: At least as important as getting the word out about sexual freedom, I feel that getting the word out about free software is. [/INST]",positive
678,"It didn't feel unpleasant or hurried, just well planned and professional an interesting and picturesque visit, clearly, to a candy factory.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: It didn't feel unpleasant or hurried, just well planned and professional an interesting and picturesque visit, clearly, to a candy factory. [/INST]",positive
679,"I just love the way you feel, adopting the gorgeous, healthy, and scented Amber Queen lovely lady, I wholeheartedly vote for.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I just love the way you feel, adopting the gorgeous, healthy, and scented Amber Queen lovely lady, I wholeheartedly vote for. [/INST]",positive
681,"I spent most of the first day feeling pissed off thanks to the tourism and hospitality workers who, trumping Thailand's comparatively feeble efforts, fleece gullible white people.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I spent most of the first day feeling pissed off thanks to the tourism and hospitality workers who, trumping Thailand's comparatively feeble efforts, fleece gullible white people. [/INST]",negative
683,"Far more tame than they were yesterday, I still feel violent but my ideas of torturing.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Far more tame than they were yesterday, I still feel violent but my ideas of torturing. [/INST]",negative
684,"In a threatening situation, Jack found himself.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a threatening situation, Jack found himself. [/INST]",positive
685,"Sorry, I have plans, after a few times of being told no, I end up not trying when I ask someone to hang out with me and I feel needy.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Sorry, I have plans, after a few times of being told no, I end up not trying when I ask someone to hang out with me and I feel needy. [/INST]",negative
686,"Feeling really lonely, I'm in college.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling really lonely, I'm in college. [/INST]",negative
687,"Swearing off feelings, I just need to care for relationships.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Swearing off feelings, I just need to care for relationships. [/INST]",positive
688,"Still, I feel really awful.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Still, I feel really awful. [/INST]",negative
689,"Falling in love with a cute little Maltese, I feel.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Falling in love with a cute little Maltese, I feel. [/INST]",positive
690,Threatening was the conversation with my aunt.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Threatening was the conversation with my aunt. [/INST]",negative
693,"All about the recent amazing events, he told us.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: All about the recent amazing events, he told us. [/INST]",positive
695,"Filled with hope and faith, I am feeling wonderful.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Filled with hope and faith, I am feeling wonderful. [/INST]",positive
696,Shocking was the conversation with this man.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Shocking was the conversation with this man. [/INST]",negative
698,"Feeling ecstatic, the situation makes my son.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling ecstatic, the situation makes my son. [/INST]",positive
699,"Holding these tiny swaddled and redfaced confusing beasts, I see newborn pictures, especially the kind taken in the hospital, and mostly feel acutely sympathetic to the exhausted people.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Holding these tiny swaddled and redfaced confusing beasts, I see newborn pictures, especially the kind taken in the hospital, and mostly feel acutely sympathetic to the exhausted people. [/INST]",positive
700,Hilarious was the conversation with Jerome.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Hilarious was the conversation with Jerome. [/INST]",positive
701,"Feeling vain today, I.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling vain today, I. [/INST]",positive
702,"All about the recent grim events, Tia told us.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: All about the recent grim events, Tia told us. [/INST]",negative
703,"Feeling glad, Torrance made me.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling glad, Torrance made me. [/INST]",positive
704,"On the first two weeks, I was feeling slightly more lethargic, but this week, I was back to my normal energy levels.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: On the first two weeks, I was feeling slightly more lethargic, but this week, I was back to my normal energy levels. [/INST]",positive
705,"This isn't the casual friendship we built up to make being around each other bearable, I feel this isn't part of the agreement.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: This isn't the casual friendship we built up to make being around each other bearable, I feel this isn't part of the agreement. [/INST]",negative
